Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
27.000000	1	class2	------	3.000000	0.452800	0.500058	0.555556	0.003600	0.003537	0.060327	1.032688	1.000000	0.003642	0.000116	0.002000	0.996463	0.003652	0.000029	0.500058	
------	------	------	2.000000	2.500000	0.507000	0.507890	0.691239	0.012200	0.005055	0.127336	3.407935	1.000000	0.020680	0.015780	0.009600	0.994945	0.020836	0.003909	0.507890	
28.000000	0	class1	------	3.000000	0.542400	0.512533	0.554286	0.070000	0.058340	0.280248	1.429647	1.000000	0.078163	0.025065	0.038800	0.941660	0.083405	0.006236	0.512533	
28.000000	1	class1	------	3.000000	0.534800	0.501231	0.500000	0.017600	0.016455	0.136401	1.149613	1.000000	0.018565	0.002462	0.008800	0.983545	0.018917	0.000612	0.501231	
28.000000	2	class1	------	3.000000	0.545200	0.511178	1.000000	0.010400	0.000000	0.149519	INFINITY	1.000000	0.022356	0.022356	0.010400	1.000000	0.022356	0.005562	0.511178	
28.000000	3	class1	------	2.000000	0.533600	0.500165	0.469388	0.019600	0.019447	0.139255	1.016965	1.000000	0.019344	0.000330	0.009200	0.980553	0.019776	0.000082	0.500165	
28.000000	4	class1	------	3.000000	0.548800	0.516222	0.727273	0.030800	0.015707	0.217704	3.065635	1.000000	0.047297	0.032445	0.022400	0.984293	0.048151	0.008072	0.516222	
28.000000	5	class2	------	3.000000	0.466400	0.499667	0.527273	0.022000	0.022356	0.145621	0.970226	0.000000	0.021277	-0.000666	0.011600	0.977644	0.021690	-0.000166	0.499667	
28.000000	6	class2	------	2.000000	0.472000	0.505238	0.649123	0.022800	0.017197	0.164918	1.609237	1.000000	0.027266	0.010477	0.014800	0.982803	0.027674	0.002607	0.505238	
28.000000	7	class2	------	11.000000	0.466000	0.500636	0.666667	0.002400	0.001720	0.054650	1.739716	1.000000	0.002987	0.001272	0.001600	0.998280	0.002992	0.000316	0.500636	
------	------	------	8.000000	3.750000	0.513650	0.505859	0.636751	0.024450	0.018903	0.161040	INFINITY	0.875000	0.029657	0.011718	0.014700	0.981097	0.030620	0.002915	0.505859	
29.000000	0	class1	------	3.000000	0.549200	0.509278	0.920000	0.010000	0.001479	0.141440	13.543554	1.000000	0.020000	0.018556	0.009200	0.998521	0.020035	0.004608	0.509278	
29.000000	1	class2	------	3.000000	0.460800	0.501282	0.700000	0.004000	0.002613	0.071861	1.981262	1.000000	0.005166	0.002564	0.002800	0.997387	0.005178	0.000637	0.501282	
------	------	------	2.000000	3.000000	0.505000	0.505280	0.810000	0.007000	0.002046	0.106650	7.762408	1.000000	0.012583	0.010560	0.006000	0.997954	0.012606	0.002622	0.505280	
30.000000	0	class1	------	14.000000	0.534800	0.499683	0.333333	0.001200	0.001495	0.029314	0.575731	0.000000	0.000859	-0.000634	0.000400	0.998505	0.000861	-0.000158	0.499683	
30.000000	1	class2	------	2.000000	0.503600	0.529456	0.643917	0.134800	0.103270	0.381358	1.570466	1.000000	0.148834	0.058912	0.086800	0.896730	0.162182	0.014655	0.529456	
30.000000	2	class2	------	2.000000	0.467200	0.501110	0.565217	0.018400	0.017212	0.138194	1.128999	1.000000	0.019146	0.002220	0.010400	0.982788	0.019432	0.000552	0.501110	
30.000000	3	class2	------	2.000000	0.478800	0.509400	0.606061	0.066000	0.055938	0.265627	1.336093	1.000000	0.071276	0.018800	0.040000	0.944062	0.074738	0.004677	0.509400	
30.000000	4	class2	------	3.000000	0.482400	0.515084	0.739130	0.036800	0.020654	0.223097	2.460638	1.000000	0.049927	0.030168	0.027200	0.979346	0.050822	0.007505	0.515084	
------	------	------	5.000000	4.600000	0.493360	0.510947	0.577532	0.051440	0.039714	0.207518	1.414385	0.800000	0.058008	0.021893	0.032960	0.960286	0.061607	0.005446	0.510947	
31.000000	0	class1	------	3.000000	0.538800	0.500125	0.500000	0.001600	0.001485	0.041618	1.168257	1.000000	0.001732	0.000250	0.000800	0.998515	0.001735	0.000062	0.500125	
31.000000	1	class2	------	3.000000	0.470000	0.506355	0.637500	0.032000	0.025152	0.192119	1.505338	1.000000	0.037064	0.012710	0.020400	0.974848	0.037862	0.003158	0.506355	
31.000000	2	class2	------	2.000000	0.494800	0.522874	0.620000	0.140000	0.115351	0.377513	1.396593	1.000000	0.146622	0.045747	0.086800	0.884649	0.161099	0.011368	0.522874	
31.000000	3	class2	------	3.000000	0.461200	0.499375	0.500000	0.008000	0.008673	0.085788	0.855976	0.000000	0.007369	-0.001249	0.004000	0.991327	0.007424	-0.000310	0.499375	
31.000000	4	class2	------	2.000000	0.481600	0.499757	0.538346	0.266000	0.266262	0.441599	0.998174	0.000000	0.216445	-0.000486	0.143200	0.733738	0.265776	-0.000121	0.499757	
31.000000	5	class2	------	3.000000	0.456800	0.475993	0.491228	0.250800	0.276670	0.406687	0.826460	0.000000	0.184874	-0.048013	0.123200	0.723330	0.228656	-0.011931	0.475993	
31.000000	6	class2	------	2.000000	0.497200	0.516232	0.570312	0.256000	0.238508	0.454250	1.136114	1.000000	0.225031	0.032464	0.146000	0.761492	0.270973	0.008067	0.516232	
31.000000	7	class2	------	3.000000	0.500400	0.527883	0.632432	0.148000	0.117953	0.391444	1.472783	1.000000	0.157788	0.055766	0.093600	0.882047	0.173719	0.013858	0.527883	
------	------	------	8.000000	2.625000	0.487600	0.506074	0.561227	0.137800	0.131257	0.298877	1.169962	0.625000	0.122116	0.012149	0.077250	0.868743	0.143405	0.003019	0.506074	
32.000000	0	class1	------	3.000000	0.541600	0.501725	0.535714	0.011200	0.009615	0.113757	1.358885	1.000000	0.012920	0.003451	0.006000	0.990385	0.013066	0.000857	0.501725	
32.000000	1	class2	------	2.000000	0.481600	0.520710	1.000000	0.022400	0.000000	0.203519	INFINITY	1.000000	0.041420	0.041420	0.022400	1.000000	0.041420	0.010286	0.520710	
32.000000	2	class2	------	2.000000	0.473600	0.508911	0.605882	0.068000	0.058362	0.267838	1.305352	1.000000	0.072586	0.017821	0.041200	0.941638	0.076183	0.004426	0.508911	
32.000000	3	class2	------	3.000000	0.472000	0.506643	0.584211	0.076000	0.068815	0.276497	1.193057	1.000000	0.077568	0.013285	0.044400	0.931185	0.082101	0.003299	0.506643	
------	------	------	4.000000	2.500000	0.492200	0.509497	0.681452	0.044400	0.034198	0.215403	INFINITY	1.000000	0.051124	0.018994	0.028500	0.965802	0.053193	0.004717	0.509497	
33.000000	0	class1	------	8.000000	0.538400	0.506940	0.900000	0.008000	0.001504	0.123941	10.230769	1.000000	0.015358	0.013881	0.007200	0.998496	0.015385	0.003456	0.506940	
33.000000	1	class2	------	3.000000	0.463200	0.493175	0.423077	0.031200	0.038462	0.154459	0.645113	0.000000	0.024000	-0.013650	0.013200	0.961538	0.024812	-0.003398	0.493175	
------	------	------	2.000000	5.500000	0.500800	0.500058	0.661538	0.019600	0.019983	0.139200	5.437941	0.500000	0.019679	0.000116	0.010200	0.980017	0.020098	0.000029	0.500058	
34.000000	0	class1	------	3.000000	0.554400	0.508636	0.750000	0.014400	0.006579	0.153931	3.625442	1.000000	0.023663	0.017273	0.010800	0.993421	0.023852	0.004280	0.508636	
34.000000	1	class2	------	2.000000	0.455600	0.501187	0.581395	0.017200	0.015901	0.134105	1.149285	1.000000	0.018038	0.002374	0.010000	0.984099	0.018275	0.000588	0.501187	
34.000000	2	class2	------	3.000000	0.454000	0.500944	0.714286	0.002800	0.001767	0.060403	2.068713	1.000000	0.003650	0.001888	0.002000	0.998233	0.003655	0.000468	0.500944	
34.000000	3	class2	------	2.000000	0.465600	0.506286	0.591954	0.069600	0.062721	0.265650	1.200437	1.000000	0.071577	0.012572	0.041200	0.937279	0.075292	0.003115	0.506286	
34.000000	4	class2	------	2.000000	0.465200	0.510492	0.792453	0.021200	0.009717	0.174366	3.159490	1.000000	0.030457	0.020984	0.016800	0.990283	0.030702	0.005199	0.510492	
34.000000	5	class2	------	4.000000	0.454400	0.501233	0.700000	0.004000	0.002650	0.071438	1.930799	1.000000	0.005106	0.002467	0.002800	0.997350	0.005117	0.000611	0.501233	
------	------	------	6.000000	2.666667	0.474867	0.504796	0.688348	0.021533	0.016556	0.143316	2.189028	1.000000	0.025415	0.009593	0.013933	0.983444	0.026149	0.002377	0.504796	
35.000000	0	class1	------	3.000000	0.539600	0.499613	0.440000	0.010000	0.010355	0.097379	0.925336	0.000000	0.009466	-0.000773	0.004400	0.989645	0.009582	-0.000192	0.499613	
35.000000	1	class2	------	3.000000	0.458400	0.498932	0.375000	0.003200	0.004355	0.047003	0.509467	0.000000	0.002211	-0.002136	0.001200	0.995645	0.002219	-0.000531	0.498932	
------	------	------	2.000000	3.000000	0.499000	0.499273	0.407500	0.006600	0.007355	0.072191	0.717402	0.000000	0.005839	-0.001455	0.002800	0.992645	0.005900	-0.000361	0.499273	
36.000000	0	class1	------	3.000000	0.537600	0.503337	0.467742	0.124000	0.120968	0.334963	1.055164	1.000000	0.111453	0.006673	0.058000	0.879032	0.127641	0.001654	0.503337	
36.000000	1	class1	------	2.000000	0.491600	0.492743	0.447389	0.513200	0.519795	0.492584	0.972079	0.000000	0.311111	-0.014513	0.229600	0.480205	0.505282	-0.003598	0.492743	
36.000000	2	class1	------	3.000000	0.536000	0.493851	0.375000	0.038400	0.043988	0.174058	0.720423	0.000000	0.030100	-0.012298	0.014400	0.956012	0.031690	-0.003049	0.493851	
36.000000	3	class1	------	2.000000	0.537600	0.514593	0.483766	0.246400	0.233138	0.448516	1.125188	1.000000	0.204952	0.029186	0.119200	0.766862	0.262324	0.007236	0.514593	
36.000000	4	class1	------	2.000000	0.544800	0.505815	0.494444	0.072000	0.066716	0.270404	1.174315	1.000000	0.072535	0.011630	0.035600	0.933284	0.078345	0.002883	0.505815	
36.000000	5	class1	------	3.000000	0.550800	0.505943	0.842105	0.007600	0.002199	0.118548	6.403756	1.000000	0.014047	0.011885	0.006400	0.997801	0.014085	0.002947	0.505943	
36.000000	6	class2	------	3.000000	0.455600	0.499923	0.542857	0.014000	0.014085	0.117190	0.989003	0.000000	0.013768	-0.000155	0.007600	0.985915	0.013930	-0.000038	0.499923	
36.000000	7	class2	------	2.000000	0.462000	0.505714	0.679245	0.021200	0.014965	0.161239	1.763671	1.000000	0.026068	0.011428	0.014400	0.985035	0.026393	0.002833	0.505714	
------	------	------	8.000000	2.500000	0.514500	0.502740	0.541569	0.129600	0.126982	0.264688	1.775450	0.625000	0.098004	0.005479	0.060650	0.873018	0.132461	0.001358	0.502740	
37.000000	0	class1	------	3.000000	0.544000	0.502618	1.000000	0.002400	0.000000	0.072357	INFINITY	1.000000	0.005236	0.005236	0.002400	1.000000	0.005236	0.001300	0.502618	
37.000000	1	class2	------	10.000000	0.464400	0.505003	0.741935	0.012400	0.006981	0.129877	2.433346	1.000000	0.016887	0.010006	0.009200	0.993019	0.016987	0.002484	0.505003	
37.000000	2	class2	------	3.000000	0.459600	0.497824	0.514851	0.040400	0.042757	0.191736	0.898200	0.000000	0.037063	-0.004353	0.020800	0.957243	0.038405	-0.001081	0.497824	
37.000000	3	class2	------	2.000000	0.473200	0.512926	0.813559	0.023600	0.009599	0.187377	3.693299	1.000000	0.035165	0.025852	0.019200	0.990401	0.035451	0.006418	0.512926	
------	------	------	4.000000	4.500000	0.485300	0.504593	0.767587	0.019700	0.014834	0.145337	INFINITY	0.750000	0.023588	0.009185	0.012900	0.985166	0.024019	0.002280	0.504593	
38.000000	0	class1	------	2.000000	0.541600	0.511385	0.735849	0.021200	0.010534	0.181532	3.161584	1.000000	0.032911	0.022771	0.015600	0.989466	0.033305	0.005670	0.511385	
38.000000	1	class1	------	3.000000	0.531200	0.502060	0.494845	0.038800	0.036870	0.198694	1.111766	1.000000	0.039344	0.004121	0.019200	0.963130	0.040991	0.001026	0.502060	
38.000000	2	class1	------	3.000000	0.532000	0.500681	0.545455	0.004400	0.003762	0.071446	1.361913	1.000000	0.005102	0.001362	0.002400	0.996238	0.005124	0.000339	0.500681	
38.000000	3	class2	------	3.000000	0.472400	0.503102	0.638889	0.014400	0.011102	0.130821	1.558893	1.000000	0.017139	0.006205	0.009200	0.988898	0.017306	0.001545	0.503102	
------	------	------	4.000000	2.750000	0.519300	0.504307	0.603759	0.019700	0.015567	0.145623	1.798539	1.000000	0.023624	0.008614	0.011600	0.984433	0.024181	0.002145	0.504307	
39.000000	0	class1	------	2.000000	0.559200	0.522716	0.948276	0.023200	0.002229	0.218069	21.383593	1.000000	0.047537	0.045431	0.022000	0.997771	0.047660	0.011291	0.522716	
39.000000	1	class2	------	12.000000	0.462000	0.500248	0.600000	0.002000	0.001733	0.047170	1.286033	1.000000	0.002226	0.000496	0.001200	0.998267	0.002229	0.000123	0.500248	
------	------	------	2.000000	7.000000	0.510600	0.511482	0.774138	0.012600	0.001981	0.132619	11.334813	1.000000	0.024881	0.022964	0.011600	0.998019	0.024945	0.005707	0.511482	
40.000000	0	class1	------	3.000000	0.553600	0.501834	0.541667	0.009600	0.007959	0.107403	1.460888	1.000000	0.011515	0.003668	0.005200	0.992041	0.011628	0.000907	0.501834	
40.000000	1	class1	------	3.000000	0.552000	0.499533	0.375000	0.003200	0.003618	0.051707	0.741682	0.000000	0.002671	-0.000935	0.001200	0.996382	0.002683	-0.000231	0.499533	
40.000000	2	class1	------	3.000000	0.545200	0.494749	0.333333	0.022800	0.027496	0.128559	0.618068	0.000000	0.016436	-0.010502	0.007600	0.972504	0.016995	-0.002596	0.494749	
40.000000	3	class2	------	14.000000	0.447600	0.500105	0.571429	0.002800	0.002683	0.053727	1.078630	1.000000	0.002888	0.000211	0.001600	0.997317	0.002894	0.000052	0.500105	
40.000000	4	class2	------	9.000000	0.447200	0.499744	0.500000	0.002400	0.002683	0.046529	0.808973	0.000000	0.002166	-0.000513	0.001200	0.997317	0.002171	-0.000127	0.499744	
------	------	------	5.000000	6.400000	0.509120	0.499193	0.464286	0.008160	0.008888	0.077585	0.941648	0.400000	0.007135	-0.001614	0.003360	0.991112	0.007274	-0.000399	0.499193	
41.000000	0	class1	------	3.000000	0.545200	0.501666	0.541667	0.009600	0.008082	0.106401	1.412164	1.000000	0.011304	0.003331	0.005200	0.991918	0.011414	0.000826	0.501666	
41.000000	1	class2	------	3.000000	0.500400	0.538998	0.825581	0.068800	0.026339	0.318727	3.961254	1.000000	0.102085	0.077996	0.056800	0.973661	0.104335	0.019345	0.538998	
------	------	------	2.000000	3.000000	0.522800	0.520332	0.683624	0.039200	0.017211	0.212564	2.686709	1.000000	0.056695	0.040664	0.031000	0.982789	0.057874	0.010086	0.520332	
42.000000	0	class1	------	10.000000	0.526800	0.499330	0.333333	0.002400	0.003033	0.041089	0.558425	0.000000	0.001688	-0.001339	0.000800	0.996967	0.001693	-0.000334	0.499330	
42.000000	1	class2	------	3.000000	0.479600	0.506646	0.846154	0.010400	0.003387	0.128929	4.924564	1.000000	0.016629	0.013292	0.008800	0.996613	0.016679	0.003313	0.506646	
------	------	------	2.000000	6.500000	0.503200	0.502988	0.589744	0.006400	0.003210	0.085009	2.741495	0.500000	0.009158	0.005977	0.004800	0.996790	0.009186	0.001490	0.502988	
43.000000	0	class1	------	2.000000	0.517200	0.517508	0.490491	0.504800	0.488231	0.517476	1.071718	1.000000	0.338992	0.035015	0.247600	0.511769	0.523246	0.008729	0.517508	
43.000000	1	class1	------	2.000000	0.531200	0.508132	0.531792	0.069200	0.061503	0.270158	1.264456	1.000000	0.072785	0.016265	0.036800	0.938497	0.077768	0.004055	0.508132	
43.000000	2	class1	------	3.000000	0.532800	0.508146	0.575758	0.039600	0.031891	0.215977	1.510868	1.000000	0.046531	0.016292	0.022800	0.968109	0.048183	0.004061	0.508146	
43.000000	3	class1	------	2.000000	0.544400	0.530810	0.535948	0.244800	0.215642	0.466339	1.285750	1.000000	0.223586	0.061620	0.131200	0.784358	0.277261	0.015361	0.530810	
43.000000	4	class1	------	2.000000	0.575600	0.556724	0.668508	0.144800	0.091116	0.431191	2.245097	1.000000	0.185725	0.113448	0.096800	0.908884	0.204565	0.028281	0.556724	
43.000000	5	class1	------	3.000000	0.537200	0.514257	0.573034	0.071200	0.057707	0.285037	1.494127	1.000000	0.081017	0.028515	0.040800	0.942293	0.086221	0.007108	0.514257	
43.000000	6	class1	------	3.000000	0.524800	0.499306	0.459016	0.024400	0.025057	0.151906	0.944594	0.000000	0.023026	-0.001388	0.011200	0.974943	0.023669	-0.000346	0.499306	
43.000000	7	class2	------	3.000000	0.482400	0.507399	0.635294	0.034000	0.026205	0.199819	1.564700	1.000000	0.040059	0.014798	0.021600	0.973795	0.041002	0.003689	0.507399	
43.000000	8	class2	------	2.000000	0.485600	0.508673	0.588571	0.070000	0.060862	0.271013	1.285002	1.000000	0.074154	0.017346	0.041200	0.939138	0.078208	0.004324	0.508673	
43.000000	9	class2	------	3.000000	0.485600	0.510135	0.644860	0.042800	0.032122	0.225186	1.631039	1.000000	0.050923	0.020270	0.027600	0.967878	0.052392	0.005053	0.510135	
43.000000	10	class2	------	3.000000	0.477200	0.497045	0.515432	0.129600	0.132713	0.331625	0.955467	0.000000	0.113297	-0.005910	0.066800	0.867287	0.126803	-0.001473	0.497045	
------	------	------	11.000000	2.545455	0.517636	0.514376	0.565337	0.125018	0.111186	0.305975	1.386620	0.818182	0.113645	0.028752	0.067673	0.888814	0.139938	0.007167	0.514376	
44.000000	0	class1	------	10.000000	0.524000	0.503472	0.750000	0.006400	0.003072	0.099930	3.260434	1.000000	0.009983	0.006944	0.004800	0.996928	0.010017	0.001733	0.503472	
44.000000	1	class2	------	10.000000	0.478400	0.499032	0.400000	0.004000	0.005008	0.055288	0.613415	0.000000	0.003058	-0.001936	0.001600	0.994992	0.003072	-0.000483	0.499032	
------	------	------	2.000000	10.000000	0.501200	0.501252	0.575000	0.005200	0.004040	0.077609	1.936925	0.500000	0.006521	0.002504	0.003200	0.995960	0.006544	0.000625	0.501252	
45.000000	0	class1	------	3.000000	0.534800	0.500851	0.476190	0.033600	0.032811	0.182702	1.051847	1.000000	0.033250	0.001701	0.016000	0.967189	0.034513	0.000423	0.500851	
45.000000	1	class2	------	3.000000	0.467200	0.502712	0.645161	0.012400	0.009491	0.121543	1.571419	1.000000	0.014793	0.005423	0.008000	0.990509	0.014914	0.001349	0.502712	
------	------	------	2.000000	3.000000	0.501000	0.501781	0.560676	0.023000	0.021151	0.152123	1.311633	1.000000	0.024022	0.003562	0.012000	0.978849	0.024713	0.000886	0.501781	
46.000000	0	class1	------	2.000000	0.559600	0.518475	0.559809	0.083600	0.066958	0.311368	1.551838	1.000000	0.096059	0.036950	0.046800	0.933042	0.103908	0.009147	0.518475	
46.000000	1	class1	------	3.000000	0.560800	0.513555	0.750000	0.022400	0.010189	0.192146	3.660746	1.000000	0.036842	0.027111	0.016800	0.989811	0.037300	0.006711	0.513555	
46.000000	2	class1	------	3.000000	0.595600	0.560203	0.667638	0.137200	0.082969	0.431857	2.451201	1.000000	0.184677	0.120405	0.091600	0.917031	0.203375	0.029805	0.560203	
46.000000	3	class1	------	2.000000	0.514000	0.490615	0.432881	0.265200	0.273654	0.430273	0.931413	0.000000	0.191079	-0.018769	0.114800	0.726346	0.254885	-0.004646	0.490615	
46.000000	4	class2	------	3.000000	0.449200	0.497706	0.444444	0.010800	0.013321	0.092829	0.655604	0.000000	0.008639	-0.004588	0.004800	0.986679	0.008734	-0.001136	0.497706	
------	------	------	5.000000	2.600000	0.535840	0.516111	0.570954	0.103840	0.089418	0.291695	1.850161	0.600000	0.103459	0.032222	0.054960	0.910582	0.121640	0.007976	0.516111	
47.000000	0	class1	------	5.000000	0.534000	0.501600	0.600000	0.006000	0.004505	0.087583	1.710616	1.000000	0.007666	0.003201	0.003600	0.995495	0.007705	0.000797	0.501600	
47.000000	1	class2	------	3.000000	0.488400	0.519895	1.000000	0.021200	0.000000	0.199474	INFINITY	1.000000	0.039790	0.039790	0.021200	1.000000	0.039790	0.009905	0.519895	
47.000000	2	class2	------	3.000000	0.479200	0.509627	0.663043	0.036800	0.026541	0.211141	1.725467	1.000000	0.044754	0.019255	0.024400	0.973459	0.045796	0.004793	0.509627	
47.000000	3	class2	------	2.000000	0.479600	0.497142	0.526678	0.232400	0.235445	0.419095	0.975725	0.000000	0.190417	-0.005715	0.122400	0.764555	0.229730	-0.001423	0.497142	
47.000000	4	class2	------	3.000000	0.468400	0.496435	0.508287	0.072400	0.076199	0.252599	0.906435	0.000000	0.064743	-0.007130	0.036800	0.923801	0.069069	-0.001775	0.496435	
47.000000	5	class2	------	3.000000	0.475200	0.505399	0.600000	0.040000	0.034247	0.208572	1.315315	1.000000	0.043732	0.010798	0.024000	0.965753	0.045045	0.002688	0.505399	
47.000000	6	class2	------	2.000000	0.519600	0.536208	0.605136	0.249200	0.210616	0.472675	1.343832	1.000000	0.238910	0.072417	0.150800	0.789384	0.283033	0.018026	0.536208	
47.000000	7	class2	------	1.000000	0.515600	0.539992	0.685015	0.130800	0.088185	0.391584	1.906994	1.000000	0.156098	0.079983	0.089600	0.911815	0.168168	0.019910	0.539992	
47.000000	8	class2	------	1.000000	0.509600	0.509641	0.542400	0.500000	0.489726	0.509641	1.039375	1.000000	0.356092	0.019283	0.271200	0.510274	0.509009	0.004800	0.509641	
------	------	------	9.000000	2.555556	0.496622	0.512882	0.636729	0.143200	0.129496	0.305818	INFINITY	0.777778	0.126911	0.025765	0.082667	0.870504	0.155261	0.006413	0.512882	
48.000000	0	class1	------	6.000000	0.526400	0.502521	1.000000	0.002400	0.000000	0.071007	INFINITY	1.000000	0.005042	0.005042	0.002400	1.000000	0.005042	0.001258	0.502521	
48.000000	1	class2	------	3.000000	0.500400	0.523282	1.000000	0.024400	0.000000	0.215789	INFINITY	1.000000	0.046565	0.046565	0.024400	1.000000	0.046565	0.011614	0.523282	
------	------	------	2.000000	4.500000	0.513400	0.512902	1.000000	0.013400	0.000000	0.143398	INFINITY	1.000000	0.025803	0.025803	0.013400	1.000000	0.025803	0.006436	0.512902	
49.000000	0	class1	------	3.000000	0.611600	0.546653	0.748571	0.070000	0.030513	0.346469	4.057871	1.000000	0.118875	0.093305	0.052400	0.969487	0.123819	0.022776	0.546653	
49.000000	1	class2	------	3.000000	0.444800	0.518724	1.000000	0.021600	0.000000	0.193515	INFINITY	1.000000	0.037448	0.037448	0.021600	1.000000	0.037448	0.009141	0.518724	
