Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
53.000000	0	class1	------	3.000000	0.534400	0.513303	0.483360	0.252400	0.240236	0.450263	1.110749	1.000000	0.207624	0.026606	0.122000	0.759764	0.266842	0.006603	0.513303	
53.000000	1	class1	------	1.000000	0.527600	0.528080	0.484897	0.503200	0.477524	0.528050	1.117605	1.000000	0.340592	0.056159	0.244000	0.522476	0.533683	0.013937	0.528080	
53.000000	2	class1	------	2.000000	0.535200	0.494241	0.327273	0.022000	0.027266	0.123769	0.577570	0.000000	0.015254	-0.011518	0.007200	0.972734	0.015748	-0.002858	0.494241	
53.000000	3	class1	------	3.000000	0.545200	0.508281	0.517647	0.068000	0.060427	0.268957	1.274097	1.000000	0.071837	0.016563	0.035200	0.939573	0.076990	0.004110	0.508281	
53.000000	4	class1	------	3.000000	0.544400	0.507958	0.510870	0.073600	0.066323	0.277102	1.239992	1.000000	0.076237	0.015917	0.037600	0.933677	0.082240	0.003950	0.507958	
53.000000	5	class1	------	3.000000	0.546800	0.509548	0.531250	0.064000	0.055269	0.265058	1.345523	1.000000	0.069787	0.019097	0.034000	0.944731	0.074366	0.004739	0.509548	
53.000000	6	class1	------	3.000000	0.530400	0.500029	0.457300	0.145200	0.145173	0.352347	1.000404	1.000000	0.123881	0.000059	0.066400	0.854827	0.145232	0.000015	0.500029	
53.000000	7	class1	------	2.000000	0.539200	0.502824	0.475936	0.074800	0.072218	0.268779	1.078196	1.000000	0.071716	0.005647	0.035600	0.927782	0.077865	0.001401	0.502824	
53.000000	8	class1	------	2.000000	0.499200	0.499780	0.456985	0.506800	0.507001	0.499734	0.999134	0.000000	0.316221	-0.000439	0.231600	0.492999	0.506562	-0.000109	0.499780	
53.000000	9	class2	------	3.000000	0.481600	0.522476	1.000000	0.024400	0.000000	0.212019	INFINITY	1.000000	0.044952	0.044952	0.024400	1.000000	0.044952	0.011156	0.522476	
------	------	------	10.000000	2.500000	0.528400	0.508652	0.524552	0.173440	0.165144	0.324608	INFINITY	0.800000	0.133810	0.017304	0.083800	0.834856	0.182448	0.004294	0.508652	
54.000000	0	class1	------	4.000000	0.531200	0.503480	0.833333	0.004800	0.001515	0.091988	5.593220	1.000000	0.008460	0.006959	0.004000	0.998485	0.008475	0.001734	0.503480	
54.000000	1	class2	------	3.000000	0.490800	0.517803	1.000000	0.018800	0.000000	0.188696	INFINITY	1.000000	0.035606	0.035606	0.018800	1.000000	0.035606	0.008874	0.517803	
------	------	------	2.000000	3.500000	0.511000	0.510641	0.916667	0.011800	0.000758	0.140342	INFINITY	1.000000	0.022033	0.021283	0.011400	0.999242	0.022040	0.005304	0.510641	
55.000000	0	class1	------	3.000000	0.546000	0.501249	0.521739	0.009200	0.008065	0.102363	1.309859	1.000000	0.010462	0.002499	0.004800	0.991935	0.010563	0.000620	0.501249	
55.000000	1	class2	------	3.000000	0.498800	0.531125	0.649596	0.148400	0.114437	0.395559	1.543966	1.000000	0.161312	0.062250	0.096400	0.885563	0.176686	0.015433	0.531125	
------	------	------	2.000000	3.000000	0.522400	0.516187	0.585667	0.078800	0.061251	0.248961	1.426912	1.000000	0.085887	0.032374	0.050600	0.938749	0.093625	0.008026	0.516187	
56.000000	0	class1	------	12.000000	0.539600	0.504822	0.678571	0.011200	0.006721	0.127496	2.434778	1.000000	0.016239	0.009644	0.007600	0.993279	0.016365	0.002399	0.504822	
56.000000	1	class2	------	12.000000	0.468000	0.503017	0.714286	0.008400	0.005168	0.105567	2.167662	1.000000	0.011152	0.006034	0.006000	0.994832	0.011202	0.001501	0.503017	
------	------	------	2.000000	12.000000	0.503800	0.503920	0.696429	0.009800	0.005945	0.116532	2.301220	1.000000	0.013696	0.007839	0.006800	0.994055	0.013784	0.001950	0.503920	
57.000000	0	class1	------	3.000000	0.530800	0.497981	0.438776	0.039200	0.041075	0.188456	0.901684	0.000000	0.035362	-0.004038	0.017200	0.958925	0.037037	-0.001004	0.497981	
57.000000	1	class1	------	3.000000	0.536400	0.501262	0.562500	0.006400	0.005228	0.087815	1.482835	1.000000	0.007705	0.002524	0.003600	0.994772	0.007752	0.000628	0.501262	
57.000000	2	class1	------	3.000000	0.544400	0.517776	0.535256	0.124800	0.108290	0.358141	1.328302	1.000000	0.127871	0.035552	0.066800	0.891710	0.143842	0.008843	0.517776	
57.000000	3	class1	------	2.000000	0.522400	0.491742	0.405714	0.070000	0.077670	0.237496	0.787360	0.000000	0.056126	-0.016516	0.028400	0.922330	0.061154	-0.004108	0.491742	
57.000000	4	class1	------	1.000000	0.543600	0.518174	0.528249	0.141600	0.124720	0.375473	1.291438	1.000000	0.140813	0.036348	0.074800	0.875280	0.161068	0.009041	0.518174	
57.000000	5	class1	------	4.000000	0.534800	0.499368	0.333333	0.002400	0.002987	0.041443	0.576658	0.000000	0.001717	-0.001265	0.000800	0.997013	0.001723	-0.000315	0.499368	
57.000000	6	class1	------	2.000000	0.536400	0.504926	0.506944	0.057600	0.053025	0.244014	1.185804	1.000000	0.059253	0.009852	0.029200	0.946975	0.062877	0.002451	0.504926	
57.000000	7	class2	------	2.000000	0.465600	0.499632	0.527273	0.022000	0.022394	0.145509	0.967111	0.000000	0.021245	-0.000737	0.011600	0.977606	0.021658	-0.000183	0.499632	
------	------	------	8.000000	2.500000	0.526800	0.503858	0.479756	0.058000	0.054424	0.209793	1.065149	0.500000	0.056262	0.007715	0.029050	0.945576	0.062139	0.001919	0.503858	
58.000000	0	class1	------	3.000000	0.536800	0.505591	0.700000	0.012000	0.006767	0.133519	2.652422	1.000000	0.017812	0.011182	0.008400	0.993233	0.017949	0.002784	0.505591	
58.000000	1	class1	------	3.000000	0.532800	0.500906	0.750000	0.001600	0.000752	0.050618	3.410256	1.000000	0.002562	0.001812	0.001200	0.999248	0.002564	0.000451	0.500906	
58.000000	2	class1	------	3.000000	0.540800	0.510276	0.696429	0.022400	0.012782	0.181404	2.607843	1.000000	0.032856	0.020551	0.015600	0.987218	0.033333	0.005117	0.510276	
58.000000	3	class1	------	13.000000	0.530400	0.498805	0.375000	0.006400	0.007519	0.071342	0.682051	0.000000	0.005085	-0.002391	0.002400	0.992481	0.005128	-0.000595	0.498805	
58.000000	4	class2	------	10.000000	0.474000	0.505433	0.826087	0.009200	0.003419	0.119318	4.178571	1.000000	0.014243	0.010867	0.007600	0.996581	0.014286	0.002706	0.505433	
------	------	------	5.000000	6.400000	0.522960	0.504202	0.669503	0.010320	0.006248	0.111240	2.706229	0.800000	0.014511	0.008404	0.007040	0.993752	0.014652	0.002092	0.504202	
59.000000	0	class1	------	3.000000	0.538400	0.510372	0.875000	0.012800	0.003026	0.153939	7.855688	1.000000	0.023689	0.020743	0.011200	0.996974	0.023769	0.005169	0.510372	
59.000000	1	class2	------	2.000000	0.490400	0.518154	1.000000	0.019200	0.000000	0.190548	INFINITY	1.000000	0.036309	0.036309	0.019200	1.000000	0.036309	0.009047	0.518154	
------	------	------	2.000000	2.500000	0.514400	0.514263	0.937500	0.016000	0.001513	0.172244	INFINITY	1.000000	0.029999	0.028526	0.015200	0.998487	0.030039	0.007108	0.514263	
60.000000	0	class1	------	3.000000	0.540800	0.507773	0.950000	0.008000	0.000750	0.127604	21.737564	1.000000	0.016281	0.015545	0.007600	0.999250	0.016295	0.003869	0.507773	
60.000000	1	class1	------	3.000000	0.540000	0.511127	0.545977	0.069600	0.059220	0.276858	1.375795	1.000000	0.076305	0.022255	0.038000	0.940780	0.081475	0.005539	0.511127	
60.000000	2	class2	------	2.000000	0.479200	0.511616	0.847826	0.018400	0.006003	0.170470	4.869779	1.000000	0.029083	0.023232	0.015600	0.993997	0.029235	0.005782	0.511616	
60.000000	3	class2	------	2.000000	0.468000	0.491563	0.505376	0.148800	0.157804	0.344514	0.893064	0.000000	0.123847	-0.016875	0.075200	0.842196	0.140930	-0.004200	0.491563	
60.000000	4	class2	------	3.000000	0.471200	0.504174	0.750000	0.009600	0.005146	0.115861	2.622189	1.000000	0.013433	0.008347	0.007200	0.994854	0.013493	0.002077	0.504174	
60.000000	5	class2	------	3.000000	0.486400	0.511288	0.576687	0.130400	0.118353	0.352491	1.190752	1.000000	0.127717	0.022576	0.075200	0.881647	0.140930	0.005619	0.511288	
60.000000	6	class2	------	2.000000	0.478400	0.507302	0.585227	0.070400	0.062607	0.269030	1.233267	1.000000	0.073205	0.014604	0.041200	0.937393	0.077211	0.003635	0.507302	
60.000000	7	class2	------	1.000000	0.542000	0.542974	0.577396	0.488400	0.442539	0.542780	1.194214	1.000000	0.381081	0.085947	0.282000	0.557461	0.528486	0.021390	0.542974	
------	------	------	8.000000	2.375000	0.500750	0.510977	0.667311	0.117950	0.106553	0.274951	4.389578	0.875000	0.105119	0.021954	0.067750	0.893447	0.128507	0.005464	0.510977	
61.000000	0	class1	------	3.000000	0.549200	0.512121	1.000000	0.011200	0.000000	0.155700	INFINITY	1.000000	0.024242	0.024242	0.011200	1.000000	0.024242	0.006026	0.512121	
61.000000	1	class2	------	3.000000	0.462800	0.500193	0.550000	0.008000	0.007792	0.090082	1.049566	1.000000	0.008124	0.000386	0.004400	0.992208	0.008178	0.000096	0.500193	
61.000000	2	class2	------	9.000000	0.461200	0.499012	0.333333	0.002400	0.003463	0.038495	0.429368	0.000000	0.001483	-0.001976	0.000800	0.996537	0.001487	-0.000491	0.499012	
------	------	------	3.000000	5.000000	0.491067	0.503775	0.627778	0.007200	0.003752	0.094759	INFINITY	0.666667	0.011283	0.007551	0.005467	0.996248	0.011303	0.001877	0.503775	
62.000000	0	class1	------	2.000000	0.536400	0.509906	0.534759	0.074800	0.065512	0.282373	1.302420	1.000000	0.079428	0.019812	0.040000	0.934488	0.085324	0.004934	0.509906	
62.000000	1	class2	------	3.000000	0.471600	0.501433	0.563636	0.022000	0.020478	0.151213	1.139935	1.000000	0.022929	0.002866	0.012400	0.979522	0.023343	0.000714	0.501433	
62.000000	2	class2	------	2.000000	0.483600	0.510773	0.613497	0.065200	0.053754	0.266933	1.400841	1.000000	0.071891	0.021547	0.040000	0.946246	0.075301	0.005366	0.510773	
62.000000	3	class2	------	3.000000	0.499200	0.521598	0.606742	0.142400	0.119454	0.378446	1.361618	1.000000	0.147139	0.043197	0.086400	0.880546	0.162651	0.010757	0.521598	
62.000000	4	class2	------	3.000000	0.469200	0.500226	0.571429	0.002800	0.002560	0.054812	1.176707	1.000000	0.003005	0.000452	0.001600	0.997440	0.003012	0.000113	0.500226	
62.000000	5	class2	------	3.000000	0.475200	0.503969	0.581633	0.039200	0.034983	0.203519	1.226932	1.000000	0.041636	0.007939	0.022800	0.965017	0.042922	0.001977	0.503969	
62.000000	6	class2	------	3.000000	0.473200	0.503039	0.600000	0.022000	0.018771	0.156150	1.323795	1.000000	0.024444	0.006078	0.013200	0.981229	0.024849	0.001514	0.503039	
62.000000	7	class2	------	2.000000	0.468400	0.498521	0.488372	0.017200	0.018771	0.124565	0.842415	0.000000	0.015556	-0.002958	0.008400	0.981229	0.015813	-0.000737	0.498521	
62.000000	8	class2	------	3.000000	0.476400	0.505500	0.611765	0.034000	0.028157	0.195075	1.390654	1.000000	0.038207	0.011000	0.020800	0.971843	0.039157	0.002739	0.505500	
------	------	------	9.000000	2.666667	0.483689	0.506107	0.574648	0.046622	0.040271	0.201454	1.240591	0.888889	0.049359	0.012215	0.027289	0.959729	0.052486	0.003042	0.506107	
63.000000	0	class1	------	3.000000	0.546000	0.502836	0.533333	0.018000	0.015419	0.144099	1.367813	1.000000	0.020708	0.005671	0.009600	0.984581	0.021090	0.001406	0.502836	
63.000000	1	class1	------	3.000000	0.543200	0.499399	0.428571	0.011200	0.011747	0.102083	0.897627	0.000000	0.010399	-0.001203	0.004800	0.988253	0.010545	-0.000298	0.499399	
63.000000	2	class1	------	3.000000	0.558000	0.525483	0.548961	0.134800	0.111601	0.380031	1.456676	1.000000	0.143411	0.050965	0.074000	0.888399	0.162566	0.012639	0.525483	
63.000000	3	class1	------	2.000000	0.528400	0.506554	0.467919	0.255600	0.249633	0.444019	1.052512	1.000000	0.202300	0.013109	0.119600	0.750367	0.262742	0.003251	0.506554	
63.000000	4	class1	------	1.000000	0.538400	0.506121	0.477011	0.139200	0.133627	0.355497	1.091620	1.000000	0.125758	0.012243	0.066400	0.866373	0.145870	0.003036	0.506121	
63.000000	5	class1	------	3.000000	0.517200	0.516942	0.472155	0.495600	0.480176	0.516934	1.070565	1.000000	0.326451	0.033884	0.234000	0.519824	0.514060	0.008403	0.516942	
63.000000	6	class1	------	2.000000	0.548000	0.509946	0.521505	0.074400	0.065345	0.282254	1.304417	1.000000	0.079055	0.019892	0.038800	0.934655	0.085237	0.004933	0.509946	
63.000000	7	class1	------	2.000000	0.532400	0.501048	0.458667	0.150000	0.149046	0.358630	1.014068	1.000000	0.128262	0.002097	0.068800	0.850954	0.151142	0.000520	0.501048	
63.000000	8	class1	------	3.000000	0.556400	0.514837	0.666667	0.034800	0.021292	0.223341	2.393673	1.000000	0.049700	0.029674	0.023200	0.978708	0.050967	0.007359	0.514837	
63.000000	9	class2	------	10.000000	0.455600	0.500150	0.571429	0.002800	0.002636	0.054121	1.114048	1.000000	0.002930	0.000301	0.001600	0.997364	0.002937	0.000075	0.500150	
------	------	------	10.000000	3.200000	0.532360	0.508332	0.514622	0.131640	0.124052	0.286101	1.276302	0.900000	0.108897	0.016663	0.064080	0.875948	0.140715	0.004132	0.508332	
64.000000	0	class1	------	12.000000	0.520400	0.499683	0.400000	0.002000	0.002304	0.040812	0.724541	0.000000	0.001665	-0.000635	0.000800	0.997696	0.001669	-0.000158	0.499683	
64.000000	1	class2	------	2.000000	0.495600	0.515745	1.000000	0.016400	0.000000	0.177454	INFINITY	1.000000	0.031490	0.031490	0.016400	1.000000	0.031490	0.007859	0.515745	
------	------	------	2.000000	7.000000	0.508000	0.507714	0.700000	0.009200	0.001152	0.109133	INFINITY	0.500000	0.016578	0.015428	0.008600	0.998848	0.016580	0.003850	0.507714	
65.000000	0	class1	------	2.000000	0.512400	0.512614	0.490880	0.504400	0.492331	0.512590	1.051240	1.000000	0.336779	0.025227	0.247600	0.507669	0.517559	0.006295	0.512614	
65.000000	1	class1	------	3.000000	0.494000	0.483134	0.444623	0.249200	0.265337	0.412495	0.872871	0.000000	0.179637	-0.033732	0.110800	0.734663	0.231605	-0.008417	0.483134	
65.000000	2	class1	------	3.000000	0.523200	0.501741	0.750000	0.003200	0.001534	0.070774	3.270903	1.000000	0.005008	0.003483	0.002400	0.998466	0.005017	0.000869	0.501741	
65.000000	3	class1	------	2.000000	0.512400	0.497690	0.471178	0.159600	0.161810	0.362982	0.971453	0.000000	0.133618	-0.004619	0.075200	0.838190	0.157191	-0.001153	0.497690	
65.000000	4	class1	------	1.000000	0.516800	0.501216	0.482759	0.139200	0.138037	0.347963	1.017614	1.000000	0.122093	0.002431	0.067200	0.861963	0.140468	0.000607	0.501216	
65.000000	5	class1	------	2.000000	0.525200	0.514323	0.507270	0.247600	0.233896	0.448480	1.122474	1.000000	0.209194	0.028646	0.125600	0.766104	0.262542	0.007148	0.514323	
65.000000	6	class1	------	3.000000	0.524400	0.503203	0.652174	0.009200	0.006135	0.111646	2.044314	1.000000	0.012458	0.006407	0.006000	0.993865	0.012542	0.001599	0.503203	
65.000000	7	class1	------	3.000000	0.520800	0.500722	0.488636	0.035200	0.034509	0.186313	1.041843	1.000000	0.034649	0.001444	0.017200	0.965491	0.035953	0.000360	0.500722	
65.000000	8	class1	------	4.000000	0.521600	0.500242	0.500000	0.005600	0.005368	0.076298	1.090301	1.000000	0.005819	0.000485	0.002800	0.994632	0.005853	0.000121	0.500242	
65.000000	9	class1	------	2.000000	0.551600	0.533190	0.707182	0.072400	0.040644	0.320427	2.633180	1.000000	0.102482	0.066379	0.051200	0.959356	0.107023	0.016564	0.533190	
65.000000	10	class1	------	3.000000	0.521600	0.500831	0.500000	0.019200	0.018405	0.140348	1.090301	1.000000	0.019672	0.001662	0.009600	0.981595	0.020067	0.000415	0.500831	
65.000000	11	class2	------	2.000000	0.498800	0.519555	1.000000	0.020400	0.000000	0.197764	INFINITY	1.000000	0.039110	0.039110	0.020400	1.000000	0.039110	0.009759	0.519555	
------	------	------	12.000000	2.500000	0.518567	0.505705	0.582892	0.122100	0.116501	0.265673	INFINITY	0.833333	0.100043	0.011410	0.061333	0.883499	0.127911	0.002847	0.505705	
66.000000	0	class1	------	3.000000	0.544800	0.499643	0.434783	0.009200	0.009524	0.093417	0.925110	0.000000	0.008711	-0.000713	0.004000	0.990476	0.008811	-0.000177	0.499643	
66.000000	1	class2	------	2.000000	0.473200	0.517582	1.000000	0.019200	0.000000	0.187523	INFINITY	1.000000	0.035165	0.035165	0.019200	1.000000	0.035165	0.008717	0.517582	
------	------	------	2.000000	2.500000	0.509000	0.508613	0.717391	0.014200	0.004762	0.140470	INFINITY	0.500000	0.021938	0.017226	0.011600	0.995238	0.021988	0.004270	0.508613	
67.000000	0	class1	------	3.000000	0.547600	0.501661	0.515152	0.013200	0.011696	0.121828	1.284011	1.000000	0.014808	0.003322	0.006800	0.988304	0.015018	0.000823	0.501661	
67.000000	1	class2	------	2.000000	0.474000	0.519371	1.000000	0.021200	0.000000	0.196832	INFINITY	1.000000	0.038743	0.038743	0.021200	1.000000	0.038743	0.009599	0.519371	
------	------	------	2.000000	2.500000	0.510800	0.510516	0.757576	0.017200	0.005848	0.159330	INFINITY	1.000000	0.026776	0.021032	0.014000	0.994152	0.026880	0.005211	0.510516	
68.000000	0	class1	------	9.000000	0.542000	0.499700	0.333333	0.001200	0.001475	0.029544	0.592657	0.000000	0.000873	-0.000601	0.000400	0.998525	0.000874	-0.000149	0.499700	
68.000000	1	class2	------	3.000000	0.460000	0.501461	0.607143	0.011200	0.009615	0.111429	1.303835	1.000000	0.012436	0.002921	0.006800	0.990385	0.012537	0.000725	0.501461	
------	------	------	2.000000	6.000000	0.501000	0.500580	0.470238	0.006200	0.005545	0.070486	0.948246	0.500000	0.006654	0.001160	0.003600	0.994455	0.006705	0.000288	0.500580	
69.000000	0	class1	------	3.000000	0.552000	0.515473	0.793103	0.023200	0.008915	0.198761	4.471115	1.000000	0.039451	0.030946	0.018400	0.991085	0.039861	0.007691	0.515473	
69.000000	1	class2	------	3.000000	0.487200	0.522847	0.840426	0.037600	0.012998	0.240686	4.515404	1.000000	0.058046	0.045694	0.031600	0.987002	0.058692	0.011356	0.522847	
69.000000	2	class2	------	3.000000	0.471600	0.505146	0.578616	0.063600	0.058059	0.253737	1.177264	1.000000	0.065110	0.010292	0.036800	0.941941	0.068351	0.002558	0.505146	
69.000000	3	class2	------	2.000000	0.461200	0.497836	0.491228	0.022800	0.025130	0.142407	0.827791	0.000000	0.020364	-0.004328	0.011200	0.974870	0.020802	-0.001076	0.497836	
69.000000	4	class2	------	2.000000	0.472800	0.505704	0.577778	0.072000	0.065858	0.268659	1.173223	1.000000	0.073136	0.011408	0.041600	0.934142	0.077266	0.002835	0.505704	
69.000000	5	class2	------	3.000000	0.466400	0.503840	0.687500	0.012800	0.008666	0.127291	1.886181	1.000000	0.016224	0.007679	0.008800	0.991334	0.016345	0.001908	0.503840	
------	------	------	6.000000	2.666667	0.485200	0.508474	0.661442	0.038667	0.029938	0.205257	2.341830	0.833333	0.045388	0.016949	0.024733	0.970062	0.046886	0.004212	0.508474	
70.000000	0	class1	------	3.000000	0.537200	0.506618	0.481268	0.138800	0.132743	0.355811	1.099709	1.000000	0.126133	0.013236	0.066800	0.867257	0.145979	0.003285	0.506618	
70.000000	1	class1	------	2.000000	0.533600	0.496739	0.432927	0.065600	0.068584	0.240430	0.904918	0.000000	0.057397	-0.006521	0.028400	0.931416	0.062063	-0.001619	0.496739	
70.000000	2	class1	------	3.000000	0.544800	0.504126	0.560000	0.020000	0.016224	0.155172	1.508582	1.000000	0.024014	0.008251	0.011200	0.983776	0.024476	0.002048	0.504126	
70.000000	3	class1	------	13.000000	0.542800	0.500505	0.666667	0.001200	0.000737	0.041797	2.370629	1.000000	0.001747	0.001011	0.000800	0.999263	0.001748	0.000251	0.500505	
70.000000	4	class1	------	3.000000	0.542000	0.500246	0.473684	0.007600	0.007375	0.088369	1.066783	1.000000	0.007799	0.000493	0.003600	0.992625	0.007867	0.000122	0.500246	
70.000000	5	class1	------	3.000000	0.540000	0.500999	0.470000	0.040000	0.039086	0.198691	1.051128	1.000000	0.039265	0.001998	0.018800	0.960914	0.041084	0.000496	0.500999	
70.000000	6	class1	------	2.000000	0.536800	0.499484	0.453333	0.060000	0.060472	0.236318	0.982944	0.000000	0.055465	-0.001031	0.027200	0.939528	0.059441	-0.000256	0.499484	
70.000000	7	class2	------	3.000000	0.466000	0.507402	0.838710	0.012400	0.004371	0.138167	4.387021	1.000000	0.019104	0.014803	0.010400	0.995629	0.019174	0.003674	0.507402	
------	------	------	8.000000	4.000000	0.530400	0.502015	0.547074	0.043200	0.041199	0.181844	1.671464	0.750000	0.041365	0.004030	0.020900	0.958801	0.045229	0.001000	0.502015	
71.000000	0	class1	------	3.000000	0.538800	0.503307	0.705882	0.006800	0.003731	0.101520	2.772414	1.000000	0.010300	0.006613	0.004800	0.996269	0.010345	0.001645	0.503307	
71.000000	1	class2	------	3.000000	0.512000	0.537539	0.662162	0.148000	0.107759	0.403898	1.696716	1.000000	0.167235	0.075077	0.098000	0.892241	0.182836	0.018672	0.537539	
71.000000	2	class2	------	3.000000	0.485200	0.516881	0.673203	0.061200	0.043103	0.271206	1.783284	1.000000	0.074101	0.033762	0.041200	0.956897	0.076866	0.008397	0.516881	
71.000000	3	class2	------	3.000000	0.472800	0.506009	0.612245	0.039200	0.032759	0.208109	1.366850	1.000000	0.043541	0.012017	0.024000	0.967241	0.044776	0.002989	0.506009	
71.000000	4	class2	------	4.000000	0.464000	0.499826	0.500000	0.002400	0.002586	0.047255	0.865672	0.000000	0.002234	-0.000347	0.001200	0.997414	0.002239	-0.000086	0.499826	
71.000000	5	class2	------	4.000000	0.466800	0.498269	0.522293	0.062800	0.064655	0.239244	0.946468	0.000000	0.057951	-0.003461	0.032800	0.935345	0.061194	-0.000861	0.498269	
71.000000	6	class2	------	2.000000	0.463600	0.497890	0.491525	0.023600	0.025862	0.145197	0.836816	0.000000	0.021168	-0.004220	0.011600	0.974138	0.021642	-0.001050	0.497890	
71.000000	7	class2	------	3.000000	0.468400	0.498893	0.528796	0.076400	0.077586	0.263676	0.971476	0.000000	0.070629	-0.002213	0.040400	0.922414	0.075373	-0.000550	0.498893	
------	------	------	8.000000	3.125000	0.483950	0.507327	0.587013	0.052550	0.044755	0.210013	1.404962	0.500000	0.055895	0.014654	0.031750	0.955245	0.059409	0.003644	0.507327	
72.000000	0	class1	------	9.000000	0.546800	0.500740	0.555556	0.003600	0.002928	0.066304	1.505732	1.000000	0.004394	0.001481	0.002000	0.997072	0.004409	0.000367	0.500740	
72.000000	1	class2	------	3.000000	0.460000	0.505632	0.863636	0.008800	0.002646	0.117781	5.257687	1.000000	0.013879	0.011264	0.007600	0.997354	0.013909	0.002792	0.505632	
------	------	------	2.000000	6.000000	0.503400	0.503186	0.709596	0.006200	0.002787	0.092043	3.381709	1.000000	0.009136	0.006372	0.004800	0.997213	0.009159	0.001579	0.503186	
73.000000	0	class1	------	3.000000	0.547200	0.502998	0.687500	0.006400	0.003671	0.098136	2.633040	1.000000	0.009624	0.005995	0.004400	0.996329	0.009666	0.001487	0.502998	
73.000000	1	class2	------	3.000000	0.466800	0.510502	0.939394	0.013200	0.001757	0.150734	12.950808	1.000000	0.022727	0.021003	0.012400	0.998243	0.022761	0.005209	0.510502	
------	------	------	2.000000	3.000000	0.507000	0.506750	0.813447	0.009800	0.002714	0.124435	7.791924	1.000000	0.016176	0.013499	0.008400	0.997286	0.016213	0.003348	0.506750	
74.000000	0	class1	------	12.000000	0.537200	0.501083	0.521739	0.009200	0.008197	0.101379	1.264249	1.000000	0.010265	0.002166	0.004800	0.991803	0.010363	0.000539	0.501083	
74.000000	1	class2	------	13.000000	0.464400	0.500940	0.666667	0.003600	0.002591	0.066778	1.725782	1.000000	0.004461	0.001880	0.002400	0.997409	0.004471	0.000468	0.500940	
------	------	------	2.000000	12.500000	0.500800	0.501012	0.594203	0.006400	0.005394	0.084079	1.495016	1.000000	0.007363	0.002023	0.003600	0.994606	0.007417	0.000503	0.501012	
75.000000	0	class1	------	3.000000	0.540000	0.504947	0.656250	0.012800	0.008209	0.133996	2.205329	1.000000	0.017933	0.009894	0.008400	0.991791	0.018103	0.002461	0.504947	
75.000000	1	class2	------	2.000000	0.464000	0.495136	0.500000	0.067200	0.072414	0.241137	0.865672	0.000000	0.058989	-0.009727	0.033600	0.927586	0.062687	-0.002419	0.495136	
75.000000	2	class2	------	3.000000	0.462800	0.497491	0.466667	0.018000	0.020690	0.123885	0.757463	0.000000	0.015396	-0.005018	0.008400	0.979310	0.015672	-0.001248	0.497491	
75.000000	3	class2	------	3.000000	0.482800	0.501383	0.538843	0.242000	0.240517	0.429848	1.011502	1.000000	0.201359	0.002766	0.130400	0.759483	0.243284	0.000688	0.501383	
75.000000	4	class2	------	1.000000	0.508800	0.535827	0.676101	0.127200	0.088793	0.382363	1.806984	1.000000	0.148995	0.071655	0.086000	0.911207	0.160448	0.017821	0.535827	
75.000000	5	class2	------	3.000000	0.472000	0.502541	0.552632	0.076000	0.073276	0.269474	1.069359	1.000000	0.073684	0.005082	0.042000	0.926724	0.078358	0.001264	0.502541	
75.000000	6	class2	------	12.000000	0.465200	0.501004	0.714286	0.002800	0.001724	0.061032	2.164179	1.000000	0.003726	0.002007	0.002000	0.998276	0.003731	0.000499	0.501004	
75.000000	7	class2	------	2.000000	0.505200	0.505256	0.541233	0.499600	0.493966	0.505255	1.021281	1.000000	0.353372	0.010512	0.270400	0.506034	0.504478	0.002614	0.505256	
75.000000	8	class2	------	2.000000	0.506800	0.505533	0.541313	0.518000	0.512069	0.505226	1.021609	1.000000	0.362461	0.011065	0.280400	0.487931	0.523134	0.002752	0.505533	
75.000000	9	class2	------	3.000000	0.456400	0.490826	0.320755	0.021200	0.031034	0.110873	0.408789	0.000000	0.012355	-0.018348	0.006800	0.968966	0.012687	-0.004563	0.490826	
75.000000	10	class2	------	3.000000	0.471600	0.505179	0.611765	0.034000	0.028448	0.194170	1.364089	1.000000	0.037873	0.010358	0.020800	0.971552	0.038806	0.002576	0.505179	
------	------	------	11.000000	3.363636	0.485055	0.504102	0.556349	0.147164	0.142831	0.268842	1.245114	0.727273	0.116922	0.008204	0.080836	0.857169	0.151035	0.002040	0.504102	
76.000000	0	class1	------	3.000000	0.525600	0.498742	0.456897	0.046400	0.047583	0.207180	0.947144	0.000000	0.042776	-0.002515	0.021200	0.952417	0.045068	-0.000627	0.498742	
76.000000	1	class1	------	3.000000	0.527200	0.498970	0.448276	0.023200	0.024169	0.146883	0.914753	0.000000	0.021523	-0.002060	0.010400	0.975831	0.022109	-0.000513	0.498970	
76.000000	2	class2	------	2.000000	0.487200	0.515861	1.000000	0.016800	0.000000	0.178107	INFINITY	1.000000	0.031722	0.031722	0.016800	1.000000	0.031722	0.007903	0.515861	
------	------	------	3.000000	2.666667	0.513333	0.504524	0.635057	0.028800	0.023917	0.177390	INFINITY	0.333333	0.032007	0.009049	0.016133	0.976083	0.032966	0.002254	0.504524	
77.000000	0	class1	------	3.000000	0.538400	0.500441	0.481481	0.010800	0.010393	0.105630	1.084810	1.000000	0.011140	0.000881	0.005200	0.989607	0.011275	0.000219	0.500441	
