Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
25.000000	2	class1	------	3.000000	0.533100	0.504751	0.498008	0.075300	0.070866	0.273264	1.134091	1.000000	0.074346	0.009502	0.037500	0.929134	0.080369	0.002365	0.504751	
25.000000	3	class1	------	2.000000	0.527000	0.498429	0.455801	0.072400	0.073866	0.255930	0.957472	0.000000	0.065217	-0.003141	0.033000	0.926134	0.070724	-0.000782	0.498429	
25.000000	4	class1	------	2.000000	0.539000	0.507021	0.634615	0.020800	0.014248	0.166993	1.985494	1.000000	0.027836	0.014042	0.013200	0.985752	0.028290	0.003495	0.507021	
25.000000	5	class1	------	3.000000	0.532700	0.501719	0.490305	0.036100	0.034496	0.191378	1.099673	1.000000	0.036495	0.003438	0.017700	0.965504	0.037934	0.000856	0.501719	
25.000000	6	class2	------	2.000000	0.508500	0.508706	0.542111	0.497500	0.488213	0.508697	1.035664	1.000000	0.354309	0.017412	0.269700	0.511787	0.505624	0.004334	0.508706	
25.000000	7	class2	------	2.000000	0.506400	0.530692	0.643786	0.138400	0.105658	0.386513	1.580966	1.000000	0.152909	0.061384	0.089100	0.894342	0.167042	0.015277	0.530692	
25.000000	8	class2	------	3.000000	0.469800	0.498638	0.523460	0.068200	0.069653	0.249534	0.960896	0.000000	0.063085	-0.002724	0.035700	0.930347	0.066929	-0.000678	0.498638	
25.000000	9	class2	------	3.000000	0.474100	0.506802	0.844037	0.010900	0.003643	0.131092	4.734026	1.000000	0.017193	0.013604	0.009200	0.996357	0.017248	0.003386	0.506802	
25.000000	10	class2	------	3.000000	0.472900	0.503933	0.588235	0.035700	0.031505	0.195268	1.249665	1.000000	0.038314	0.007866	0.021000	0.968495	0.039370	0.001958	0.503933	
25.000000	11	class2	------	3.000000	0.469200	0.497619	0.517473	0.074400	0.076940	0.258118	0.938119	0.000000	0.067627	-0.004761	0.038500	0.923060	0.072178	-0.001185	0.497619	
25.000000	12	class2	------	2.000000	0.492000	0.508752	0.550841	0.249800	0.240463	0.442647	1.072796	1.000000	0.213135	0.017505	0.137600	0.759537	0.257968	0.004357	0.508752	
25.000000	13	class2	------	2.000000	0.468700	0.500680	0.549296	0.021300	0.020574	0.146572	1.066121	1.000000	0.021547	0.001360	0.011700	0.979426	0.021935	0.000339	0.500680	
------	------	------	14.000000	2.642857	0.504621	0.505370	0.589088	0.096021	0.090477	0.251602	9.496877	0.714286	0.084446	0.010740	0.052707	0.909523	0.101218	0.002673	0.505370	
26.000000	0	class1	------	3.000000	0.555200	0.509723	0.930693	0.010100	0.001281	0.143879	16.182391	1.000000	0.020696	0.019447	0.009400	0.998719	0.020728	0.004820	0.509723	
26.000000	1	class2	------	3.000000	0.457200	0.502841	0.694737	0.009500	0.006395	0.109543	1.888570	1.000000	0.012013	0.005682	0.006600	0.993605	0.012077	0.001408	0.502841	
------	------	------	2.000000	3.000000	0.506200	0.506282	0.812715	0.009800	0.003838	0.126711	9.035480	1.000000	0.016354	0.012564	0.008000	0.996162	0.016402	0.003114	0.506282	
27.000000	0	class1	------	3.000000	0.555500	0.510232	0.950980	0.010200	0.000915	0.146151	23.359533	1.000000	0.021356	0.020465	0.009700	0.999085	0.021380	0.005072	0.510232	
27.000000	1	class2	------	1.000000	0.484300	0.517247	0.604938	0.145800	0.126956	0.375437	1.271697	1.000000	0.146051	0.034494	0.088200	0.873044	0.161450	0.008549	0.517247	
27.000000	2	class2	------	3.000000	0.512600	0.535826	0.616634	0.252500	0.213357	0.473497	1.335829	1.000000	0.242109	0.071651	0.155700	0.786643	0.285008	0.017759	0.535826	
27.000000	3	class2	------	2.000000	0.448900	0.491478	0.439086	0.039400	0.048711	0.173566	0.650117	0.000000	0.030436	-0.017043	0.017300	0.951289	0.031668	-0.004224	0.491478	
27.000000	4	class2	------	2.000000	0.461400	0.505889	0.691542	0.020100	0.013665	0.158418	1.861919	1.000000	0.025158	0.011778	0.013900	0.986335	0.025444	0.002919	0.505889	
27.000000	5	class2	------	2.000000	0.512400	0.512778	0.559042	0.497100	0.483139	0.512762	1.052896	1.000000	0.363031	0.025556	0.277900	0.516861	0.508695	0.006334	0.512778	
27.000000	6	class2	------	3.000000	0.456600	0.501085	0.573604	0.019700	0.018514	0.142484	1.117215	1.000000	0.020371	0.002170	0.011300	0.981486	0.020685	0.000538	0.501085	
27.000000	7	class2	------	2.000000	0.471000	0.510940	0.624103	0.069700	0.057747	0.273913	1.378877	1.000000	0.075983	0.021879	0.043500	0.942253	0.079627	0.005423	0.510940	
27.000000	8	class2	------	3.000000	0.467700	0.507434	0.597765	0.071600	0.063478	0.270873	1.234209	1.000000	0.074422	0.014867	0.042800	0.936522	0.078345	0.003685	0.507434	
27.000000	9	class2	------	3.000000	0.455400	0.498156	0.522310	0.038100	0.040115	0.186991	0.908070	0.000000	0.035252	-0.003688	0.019900	0.959885	0.036427	-0.000914	0.498156	
------	------	------	10.000000	2.400000	0.482580	0.509106	0.618001	0.116420	0.106660	0.271409	3.417036	0.800000	0.103417	0.018213	0.068020	0.893340	0.124873	0.004514	0.509106	
28.000000	0	class1	------	3.000000	0.540500	0.510527	0.937500	0.011200	0.001319	0.149480	16.962497	1.000000	0.022340	0.021055	0.010500	0.998681	0.022374	0.005244	0.510527	
28.000000	1	class1	------	1.000000	0.534700	0.534720	0.504014	0.498200	0.465611	0.534720	1.149139	1.000000	0.350503	0.069441	0.251100	0.534389	0.535052	0.017295	0.534720	
28.000000	2	class1	------	3.000000	0.535100	0.506759	0.557895	0.038000	0.031656	0.209150	1.427004	1.000000	0.043612	0.013517	0.021200	0.968344	0.045174	0.003367	0.506759	
28.000000	3	class2	------	3.000000	0.473000	0.503116	0.690722	0.009700	0.006392	0.112001	1.974945	1.000000	0.012554	0.006232	0.006700	0.993608	0.012625	0.001552	0.503116	
------	------	------	4.000000	2.500000	0.520825	0.513781	0.672533	0.139275	0.126245	0.251338	5.378396	1.000000	0.107252	0.027561	0.072375	0.873755	0.153806	0.006864	0.513781	
29.000000	0	class1	------	2.000000	0.532800	0.501883	0.515152	0.019800	0.018038	0.146325	1.208770	1.000000	0.021366	0.003766	0.010200	0.981962	0.021804	0.000938	0.501883	
29.000000	1	class2	------	3.000000	0.492800	0.520267	0.667112	0.074800	0.053228	0.297945	1.761516	1.000000	0.089571	0.040534	0.049900	0.946772	0.093762	0.010091	0.520267	
29.000000	2	class2	------	3.000000	0.467300	0.497150	0.493113	0.036300	0.039333	0.179753	0.855107	0.000000	0.032510	-0.005699	0.017900	0.960667	0.033634	-0.001419	0.497150	
29.000000	3	class2	------	2.000000	0.484800	0.501240	0.534722	0.244800	0.243480	0.431363	1.010186	1.000000	0.202600	0.002480	0.130900	0.756520	0.245960	0.000617	0.501240	
29.000000	4	class2	------	3.000000	0.524700	0.524473	0.556325	0.505100	0.479051	0.524461	1.102173	1.000000	0.371546	0.048946	0.281000	0.520949	0.527997	0.012186	0.524473	
29.000000	5	class2	------	2.000000	0.485000	0.512577	0.618457	0.072600	0.059213	0.281729	1.424793	1.000000	0.080193	0.025153	0.044900	0.940787	0.084367	0.006262	0.512577	
29.000000	6	class2	------	2.000000	0.535000	0.534680	0.566246	0.507200	0.470286	0.534657	1.147485	1.000000	0.381813	0.069360	0.287200	0.529714	0.539647	0.017268	0.534680	
29.000000	7	class2	------	3.000000	0.494600	0.517845	0.595578	0.140200	0.121206	0.371321	1.294460	1.000000	0.141790	0.035690	0.083500	0.878794	0.156896	0.008886	0.517845	
29.000000	8	class2	------	3.000000	0.483500	0.499980	0.532159	0.244100	0.244121	0.429530	0.999835	0.000000	0.200959	-0.000040	0.129900	0.755879	0.244081	-0.000010	0.499980	
29.000000	9	class2	------	2.000000	0.471900	0.502843	0.604061	0.019700	0.016674	0.148281	1.341028	1.000000	0.022037	0.005686	0.011900	0.983326	0.022360	0.001416	0.502843	
------	------	------	10.000000	2.500000	0.497240	0.511294	0.568293	0.186460	0.174463	0.334536	1.214535	0.800000	0.154438	0.022588	0.104730	0.825537	0.197051	0.005623	0.511294	
30.000000	0	class1	------	3.000000	0.556700	0.513170	0.758140	0.021500	0.009531	0.188493	3.763746	1.000000	0.035466	0.026341	0.016300	0.990469	0.035871	0.006530	0.513170	
30.000000	1	class2	------	2.000000	0.485000	0.518037	0.609756	0.139400	0.119718	0.370325	1.301320	1.000000	0.141667	0.036073	0.085000	0.880282	0.155792	0.008943	0.518037	
------	------	------	2.000000	2.500000	0.520850	0.515604	0.683948	0.080450	0.064625	0.279409	2.532533	1.000000	0.088566	0.031207	0.050650	0.935375	0.095832	0.007737	0.515604	
31.000000	0	class1	------	13.000000	0.536600	0.500044	0.500000	0.000600	0.000559	0.025437	1.157963	1.000000	0.000647	0.000088	0.000300	0.999441	0.000647	0.000022	0.500044	
31.000000	1	class1	------	12.000000	0.536400	0.499814	0.000000	0.000200	0.000373	0.000000	0.000000	0.000000	0.000000	-0.000373	0.000000	0.999627	0.000000	-0.000093	0.499814	
31.000000	2	class2	------	2.000000	0.480500	0.515786	0.947644	0.019100	0.002158	0.183461	15.630898	1.000000	0.033668	0.031573	0.018100	0.997842	0.033731	0.007851	0.515786	
------	------	------	3.000000	9.000000	0.517833	0.505215	0.482548	0.006633	0.001030	0.069633	5.596287	0.666667	0.011438	0.010430	0.006133	0.998970	0.011459	0.002593	0.505215	
32.000000	0	class1	------	3.000000	0.539900	0.500965	0.606061	0.003300	0.002411	0.065801	1.800214	1.000000	0.004328	0.001929	0.002000	0.997589	0.004340	0.000479	0.500965	
32.000000	1	class2	------	12.000000	0.462300	0.501139	0.659574	0.004700	0.003472	0.075692	1.655786	1.000000	0.005732	0.002277	0.003100	0.996528	0.005749	0.000566	0.501139	
32.000000	2	class2	------	1.000000	0.495600	0.523656	0.620833	0.144000	0.118490	0.382303	1.399289	1.000000	0.150556	0.047312	0.089400	0.881510	0.165801	0.011755	0.523656	
32.000000	3	class2	------	3.000000	0.458200	0.494781	0.460606	0.033000	0.038628	0.164624	0.729770	0.000000	0.027289	-0.010439	0.015200	0.961372	0.028190	-0.002594	0.494781	
32.000000	4	class2	------	3.000000	0.474400	0.494578	0.528076	0.242200	0.248047	0.422334	0.956284	0.000000	0.195715	-0.010844	0.127900	0.751953	0.237203	-0.002694	0.494578	
32.000000	5	class2	------	2.000000	0.502700	0.530524	0.642034	0.147500	0.114583	0.394343	1.532776	1.000000	0.159966	0.061047	0.094700	0.885417	0.175631	0.015168	0.530524	
32.000000	6	class2	------	3.000000	0.461600	0.500647	0.700000	0.002000	0.001302	0.050922	1.994065	1.000000	0.002594	0.001294	0.001400	0.998698	0.002596	0.000322	0.500647	
------	------	------	7.000000	3.857143	0.484957	0.506613	0.602455	0.082386	0.075276	0.222288	1.438312	0.714286	0.078026	0.013225	0.047671	0.924724	0.088502	0.003286	0.506613	
33.000000	0	class1	------	3.000000	0.542300	0.501948	0.793103	0.002900	0.001110	0.070718	4.510884	1.000000	0.005000	0.003897	0.002300	0.998890	0.005007	0.000968	0.501948	
33.000000	1	class2	------	2.000000	0.523400	0.523114	0.563316	0.505400	0.480409	0.523102	1.096226	1.000000	0.373966	0.046228	0.284700	0.519591	0.526637	0.011481	0.523114	
33.000000	2	class2	------	3.000000	0.459500	0.499896	0.520000	0.002500	0.002612	0.048974	0.920613	0.000000	0.002399	-0.000207	0.001300	0.997388	0.002405	-0.000051	0.499896	
33.000000	3	class2	------	1.000000	0.487600	0.517058	0.601732	0.138600	0.120157	0.368424	1.283932	1.000000	0.139980	0.034116	0.083400	0.879843	0.154273	0.008473	0.517058	
33.000000	4	class2	------	3.000000	0.460700	0.500499	0.565657	0.009900	0.009360	0.101301	1.106712	1.000000	0.010277	0.000999	0.005600	0.990640	0.010359	0.000248	0.500499	
33.000000	5	class2	------	2.000000	0.461600	0.500269	0.546218	0.023800	0.023509	0.153238	1.022903	1.000000	0.023576	0.000538	0.013000	0.976491	0.024047	0.000134	0.500269	
------	------	------	6.000000	2.333333	0.489183	0.507131	0.598338	0.113850	0.106193	0.210959	1.656878	0.833333	0.092533	0.014262	0.065050	0.893807	0.120455	0.003542	0.507131	
34.000000	0	class1	------	3.000000	0.535900	0.501538	0.538462	0.010400	0.008970	0.109259	1.342834	1.000000	0.011923	0.003075	0.005600	0.991030	0.012046	0.000765	0.501538	
34.000000	1	class2	------	11.000000	0.464800	0.499878	0.333333	0.000300	0.000430	0.013668	0.434405	0.000000	0.000187	-0.000243	0.000100	0.999570	0.000187	-0.000061	0.499878	
------	------	------	2.000000	7.000000	0.500350	0.500708	0.435897	0.005350	0.004700	0.061463	0.888619	0.500000	0.006055	0.001416	0.002850	0.995300	0.006116	0.000352	0.500708	
35.000000	0	class1	------	3.000000	0.542000	0.494095	0.320000	0.022500	0.027813	0.124734	0.575396	0.000000	0.015477	-0.011810	0.007200	0.972187	0.016004	-0.002923	0.494095	
35.000000	1	class1	------	3.000000	0.549500	0.499657	0.384615	0.002600	0.002909	0.047077	0.764198	0.000000	0.002215	-0.000686	0.001000	0.997091	0.002223	-0.000170	0.499657	
35.000000	2	class1	------	3.000000	0.547100	0.498083	0.363636	0.011000	0.012725	0.093690	0.698695	0.000000	0.008755	-0.003834	0.004000	0.987275	0.008891	-0.000949	0.498083	
35.000000	3	class1	------	2.000000	0.530500	0.531032	0.480486	0.502200	0.474277	0.531005	1.130860	1.000000	0.339477	0.062064	0.241300	0.525723	0.536341	0.015360	0.531032	
35.000000	4	class1	------	3.000000	0.539000	0.501895	0.457143	0.129500	0.127795	0.338776	1.029656	1.000000	0.113802	0.003790	0.059200	0.872205	0.131585	0.000938	0.501895	
35.000000	5	class1	------	3.000000	0.545500	0.497641	0.398230	0.022600	0.024723	0.139678	0.809150	0.000000	0.019417	-0.004718	0.009000	0.975277	0.020004	-0.001168	0.497641	
35.000000	6	class1	------	1.000000	0.561300	0.524978	0.541481	0.135000	0.112525	0.379733	1.443951	1.000000	0.142829	0.049956	0.073100	0.887475	0.162481	0.012363	0.524978	
35.000000	7	class1	------	3.000000	0.564000	0.521379	0.595862	0.072500	0.053263	0.301508	1.802776	1.000000	0.090150	0.042758	0.043200	0.946737	0.096021	0.010582	0.521379	
35.000000	8	class1	------	3.000000	0.546900	0.497840	0.349057	0.010600	0.012543	0.090116	0.655659	0.000000	0.008100	-0.004319	0.003700	0.987457	0.008224	-0.001069	0.497840	
35.000000	9	class2	------	13.000000	0.450300	0.500262	0.642857	0.001400	0.001111	0.040426	1.472132	1.000000	0.001635	0.000525	0.000900	0.998889	0.001636	0.000130	0.500262	
35.000000	10	class2	------	13.000000	0.450600	0.500596	0.818182	0.001100	0.000445	0.040439	3.680331	1.000000	0.001635	0.001192	0.000900	0.999555	0.001636	0.000295	0.500596	
------	------	------	11.000000	4.545455	0.529700	0.506133	0.486505	0.082818	0.077284	0.193380	1.278437	0.545455	0.067590	0.012265	0.040318	0.922716	0.089550	0.003036	0.506133	
36.000000	0	class1	------	3.000000	0.526300	0.506880	0.473315	0.256700	0.250370	0.444972	1.054959	1.000000	0.204133	0.013760	0.121500	0.749630	0.264130	0.003418	0.506880	
36.000000	1	class1	------	3.000000	0.536000	0.498841	0.443820	0.035600	0.036667	0.181902	0.936759	0.000000	0.032930	-0.002319	0.015800	0.963333	0.034348	-0.000576	0.498841	
36.000000	2	class1	------	2.000000	0.537300	0.517806	0.494704	0.254900	0.238519	0.456886	1.149305	1.000000	0.214164	0.035612	0.126100	0.761481	0.274130	0.008846	0.517806	
36.000000	3	class1	------	3.000000	0.551000	0.516433	0.582583	0.066600	0.051481	0.282852	1.638411	1.000000	0.079541	0.032866	0.038800	0.948519	0.084348	0.008164	0.516433	
36.000000	4	class1	------	2.000000	0.523900	0.524304	0.483999	0.503100	0.480741	0.524279	1.101109	1.000000	0.338382	0.048607	0.243500	0.519259	0.529348	0.012074	0.524304	
36.000000	5	class1	------	3.000000	0.538600	0.501522	0.480769	0.036400	0.035000	0.191604	1.086957	1.000000	0.036542	0.003043	0.017500	0.965000	0.038043	0.000756	0.501522	
36.000000	6	class1	------	2.000000	0.543000	0.514420	0.510593	0.141600	0.128333	0.370140	1.224732	1.000000	0.136596	0.028841	0.072300	0.871667	0.157174	0.007164	0.514420	
36.000000	7	class1	------	1.000000	0.526400	0.497568	0.451359	0.139800	0.142037	0.343060	0.965762	0.000000	0.117570	-0.004863	0.063100	0.857963	0.137174	-0.001208	0.497568	
36.000000	8	class1	------	3.000000	0.540500	0.501961	0.513812	0.018100	0.016296	0.141025	1.240613	1.000000	0.019838	0.003921	0.009300	0.983704	0.020217	0.000974	0.501961	
36.000000	9	class2	------	13.000000	0.460100	0.500044	0.571429	0.000700	0.000652	0.027208	1.135802	1.000000	0.000740	0.000089	0.000400	0.999348	0.000741	0.000022	0.500044	
------	------	------	10.000000	3.500000	0.528310	0.507978	0.500638	0.145350	0.138010	0.296393	1.153441	0.800000	0.118044	0.015956	0.070830	0.861990	0.153965	0.003963	0.507978	
37.000000	0	class1	------	4.000000	0.549000	0.505678	0.847222	0.007200	0.002022	0.115543	6.615630	1.000000	0.013345	0.011355	0.006100	0.997978	0.013377	0.002817	0.505678	
37.000000	1	class2	------	4.000000	0.457900	0.501551	0.731707	0.004100	0.002412	0.074171	2.286096	1.000000	0.005504	0.003102	0.003000	0.997588	0.005515	0.000770	0.501551	
------	------	------	2.000000	4.000000	0.503450	0.503614	0.789465	0.005650	0.002217	0.094857	4.450863	1.000000	0.009424	0.007229	0.004550	0.997783	0.009446	0.001793	0.503614	
38.000000	0	class1	------	3.000000	0.543200	0.505282	0.731959	0.009700	0.004826	0.123762	3.188956	1.000000	0.015305	0.010565	0.007100	0.995174	0.015391	0.002625	0.505282	
38.000000	1	class2	------	3.000000	0.482700	0.519863	1.000000	0.021400	0.000000	0.199312	INFINITY	1.000000	0.039725	0.039725	0.021400	1.000000	0.039725	0.009872	0.519863	
------	------	------	2.000000	3.000000	0.512950	0.512573	0.865979	0.015550	0.002413	0.161537	INFINITY	1.000000	0.027515	0.025145	0.014250	0.997587	0.027558	0.006249	0.512573	
39.000000	0	class1	------	12.000000	0.541800	0.500227	0.533333	0.001500	0.001292	0.041753	1.350831	1.000000	0.001743	0.000453	0.000800	0.998708	0.001746	0.000113	0.500227	
39.000000	1	class2	------	1.000000	0.482300	0.511990	0.582759	0.145000	0.132010	0.367965	1.181660	1.000000	0.140319	0.023981	0.084500	0.867990	0.155990	0.005954	0.511990	
39.000000	2	class2	------	3.000000	0.479500	0.519568	1.000000	0.021200	0.000000	0.197828	INFINITY	1.000000	0.039136	0.039136	0.021200	1.000000	0.039136	0.009716	0.519568	
39.000000	3	class2	------	3.000000	0.482100	0.517819	0.662568	0.073200	0.053895	0.291046	1.661253	1.000000	0.085629	0.035638	0.048500	0.946105	0.089533	0.008848	0.517819	
39.000000	4	class2	------	3.000000	0.485000	0.516280	0.605701	0.126300	0.108662	0.354791	1.299640	1.000000	0.129332	0.032560	0.076500	0.891338	0.141222	0.008083	0.516280	
39.000000	5	class2	------	2.000000	0.485600	0.521318	0.685714	0.073500	0.050404	0.297239	1.845906	1.000000	0.089235	0.042637	0.050400	0.949596	0.093040	0.010585	0.521318	
------	------	------	6.000000	4.000000	0.492717	0.514534	0.678346	0.073450	0.057710	0.258437	INFINITY	1.000000	0.080899	0.029067	0.046983	0.942290	0.086778	0.007216	0.514534	
40.000000	0	class1	------	3.000000	0.540900	0.498863	0.281250	0.003200	0.004241	0.044249	0.463632	0.000000	0.001957	-0.002275	0.000900	0.995759	0.001966	-0.000565	0.498863	
40.000000	1	class2	------	3.000000	0.478300	0.518993	1.000000	0.020600	0.000000	0.194901	INFINITY	1.000000	0.037986	0.037986	0.020600	1.000000	0.037986	0.009429	0.518993	
------	------	------	2.000000	3.000000	0.509600	0.508928	0.640625	0.011900	0.002121	0.119575	INFINITY	0.500000	0.019971	0.017856	0.010750	0.997879	0.019976	0.004432	0.508928	
41.000000	0	class1	------	3.000000	0.548400	0.510152	0.960396	0.010100	0.000742	0.145018	28.364450	1.000000	0.021028	0.020304	0.009700	0.999258	0.021046	0.005045	0.510152	
41.000000	1	class2	------	3.000000	0.461900	0.500739	0.647059	0.003400	0.002604	0.063799	1.567396	1.000000	0.004072	0.001477	0.002200	0.997396	0.004081	0.000367	0.500739	
------	------	------	2.000000	3.000000	0.505150	0.505445	0.803727	0.006750	0.001673	0.104408	14.965923	1.000000	0.012550	0.010891	0.005950	0.998327	0.012563	0.002706	0.505445	
42.000000	0	class1	------	4.000000	0.542100	0.500696	0.608696	0.002300	0.001662	0.055218	1.837890	1.000000	0.003048	0.001392	0.001400	0.998338	0.003054	0.000346	0.500696	
42.000000	1	class2	------	3.000000	0.491900	0.521678	0.616400	0.143900	0.120419	0.379543	1.360036	1.000000	0.148626	0.043355	0.088700	0.879581	0.163774	0.010764	0.521678	
42.000000	2	class2	------	3.000000	0.468900	0.507817	0.659574	0.032900	0.024433	0.197706	1.639863	1.000000	0.039255	0.015634	0.021700	0.975567	0.040066	0.003881	0.507817	
42.000000	3	class2	------	2.000000	0.483900	0.504825	0.551225	0.248900	0.243674	0.437716	1.039601	1.000000	0.210011	0.009650	0.137200	0.756326	0.253323	0.002396	0.504825	
42.000000	4	class2	------	1.000000	0.523500	0.523488	0.564828	0.502100	0.476658	0.523488	1.098552	1.000000	0.373109	0.046976	0.283600	0.523342	0.523634	0.011663	0.523488	
42.000000	5	class2	------	9.000000	0.458900	0.500378	0.666667	0.001500	0.001091	0.042946	1.692762	1.000000	0.001845	0.000756	0.001000	0.998909	0.001846	0.000188	0.500378	
42.000000	6	class2	------	2.000000	0.477300	0.513226	0.636364	0.069300	0.054974	0.277397	1.481167	1.000000	0.077805	0.026452	0.044100	0.945026	0.081425	0.006567	0.513226	
42.000000	7	class2	------	3.000000	0.459300	0.499122	0.521127	0.021300	0.022251	0.141558	0.921062	0.000000	0.020116	-0.001756	0.011100	0.977749	0.020495	-0.000436	0.499122	
------	------	------	8.000000	3.375000	0.488225	0.508904	0.603110	0.127775	0.118145	0.256946	1.383867	0.875000	0.109227	0.017807	0.073600	0.881855	0.135952	0.004421	0.508904	
43.000000	0	class1	------	4.000000	0.542100	0.501031	0.539683	0.006300	0.005355	0.085892	1.385208	1.000000	0.007370	0.002063	0.003400	0.994645	0.007417	0.000512	0.501031	
43.000000	1	class1	------	3.000000	0.540900	0.501046	0.483254	0.020900	0.019941	0.146948	1.104922	1.000000	0.021526	0.002092	0.010100	0.980059	0.022033	0.000519	0.501046	
43.000000	2	class2	------	3.000000	0.477900	0.518002	1.000000	0.019500	0.000000	0.189748	INFINITY	1.000000	0.036004	0.036004	0.019500	1.000000	0.036004	0.008939	0.518002	
------	------	------	3.000000	3.333333	0.520300	0.506693	0.674312	0.015567	0.008432	0.140863	INFINITY	1.000000	0.021634	0.013386	0.011000	0.991568	0.021818	0.003323	0.506693	
44.000000	0	class1	------	3.000000	0.541700	0.502944	0.965517	0.002900	0.000186	0.077927	32.737527	1.000000	0.006072	0.005888	0.002800	0.999814	0.006074	0.001463	0.502944	
44.000000	1	class2	------	4.000000	0.481900	0.519388	1.000000	0.020900	0.000000	0.196915	INFINITY	1.000000	0.038776	0.038776	0.020900	1.000000	0.038776	0.009635	0.519388	
------	------	------	2.000000	3.500000	0.511800	0.511166	0.982759	0.011900	0.000093	0.137421	INFINITY	1.000000	0.022424	0.022332	0.011850	0.999907	0.022425	0.005549	0.511166	
45.000000	0	class1	------	3.000000	0.552500	0.500312	0.461538	0.010400	0.010121	0.103134	1.061690	1.000000	0.010612	0.000624	0.004800	0.989879	0.010745	0.000154	0.500312	
45.000000	1	class1	------	2.000000	0.520800	0.521222	0.467610	0.501700	0.482740	0.521207	1.087925	1.000000	0.328663	0.042445	0.234600	0.517260	0.525185	0.010491	0.521222	
45.000000	2	class1	------	1.000000	0.597200	0.559468	0.657122	0.139700	0.086571	0.433262	2.373842	1.000000	0.185605	0.118936	0.091800	0.913429	0.205507	0.029396	0.559468	
45.000000	3	class1	------	3.000000	0.551700	0.500538	0.460000	0.020000	0.019519	0.142104	1.055137	1.000000	0.020109	0.001076	0.009200	0.980481	0.020595	0.000266	0.500538	
45.000000	4	class1	------	3.000000	0.553300	0.500280	0.500000	0.002600	0.002350	0.053883	1.238639	1.000000	0.002902	0.000561	0.001300	0.997650	0.002910	0.000139	0.500280	
45.000000	5	class1	------	3.000000	0.550500	0.504867	0.480392	0.071400	0.067052	0.267650	1.145157	1.000000	0.070897	0.009733	0.034300	0.932948	0.076785	0.002406	0.504867	
45.000000	6	class2	------	3.000000	0.447000	0.499322	0.516484	0.009100	0.009850	0.091711	0.862384	0.000000	0.008427	-0.001356	0.004700	0.990150	0.008494	-0.000335	0.499322	
------	------	------	7.000000	2.571429	0.539000	0.512287	0.506164	0.107843	0.096886	0.230422	1.260682	0.857143	0.089602	0.024574	0.054386	0.903114	0.121460	0.006074	0.512287	
46.000000	0	class1	------	11.000000	0.542900	0.500345	0.800000	0.000500	0.000184	0.029569	4.745081	1.000000	0.000874	0.000690	0.000400	0.999816	0.000875	0.000171	0.500345	
46.000000	1	class2	------	1.000000	0.494800	0.494916	0.537535	0.498200	0.503717	0.494915	0.979816	0.000000	0.346442	-0.010167	0.267800	0.496283	0.493550	-0.002523	0.494916	
46.000000	2	class2	------	12.000000	0.458300	0.500709	0.695652	0.002300	0.001530	0.054261	1.926807	1.000000	0.002945	0.001418	0.001600	0.998470	0.002949	0.000352	0.500709	
46.000000	3	class2	------	3.000000	0.466000	0.506843	0.702830	0.021200	0.013774	0.164567	1.993710	1.000000	0.027145	0.013687	0.014900	0.986226	0.027460	0.003397	0.506843	
46.000000	4	class2	------	1.000000	0.506300	0.506200	0.548734	0.501700	0.494972	0.506199	1.025053	1.000000	0.357997	0.012400	0.275300	0.505028	0.507372	0.003078	0.506200	
46.000000	5	class2	------	3.000000	0.461100	0.500612	0.550964	0.036300	0.035636	0.188537	1.034329	1.000000	0.035785	0.001223	0.020000	0.964364	0.036860	0.000304	0.500612	
46.000000	6	class2	------	3.000000	0.478900	0.515693	0.654676	0.069500	0.052470	0.281879	1.598146	1.000000	0.080304	0.031385	0.045500	0.947530	0.083856	0.007789	0.515693	
46.000000	7	class2	------	2.000000	0.502100	0.523288	0.588235	0.253300	0.228028	0.460420	1.204255	1.000000	0.230329	0.046576	0.149000	0.771972	0.274604	0.011559	0.523288	
46.000000	8	class2	------	3.000000	0.461100	0.502877	0.686869	0.009900	0.006777	0.111568	1.849114	1.000000	0.012461	0.005755	0.006800	0.993223	0.012532	0.001428	0.502877	
46.000000	9	class2	------	1.000000	0.488200	0.518632	0.606648	0.144400	0.124180	0.376027	1.300086	1.000000	0.146146	0.037265	0.087600	0.875820	0.161445	0.009249	0.518632	
46.000000	10	class2	------	2.000000	0.458500	0.495229	0.508029	0.068500	0.073677	0.243742	0.870494	0.000000	0.060385	-0.009542	0.034800	0.926323	0.064136	-0.002368	0.495229	
------	------	------	11.000000	3.818182	0.483473	0.505940	0.625470	0.145982	0.139541	0.264698	1.684263	0.818182	0.118256	0.011881	0.082155	0.860459	0.151422	0.002949	0.505940	
47.000000	0	class1	------	4.000000	0.549400	0.513392	0.692042	0.028900	0.016534	0.206402	2.620019	1.000000	0.042499	0.026785	0.020000	0.983466	0.043318	0.006657	0.513392	
47.000000	1	class2	------	4.000000	0.463600	0.500239	0.543779	0.021700	0.021442	0.146461	1.022309	1.000000	0.021525	0.000478	0.011800	0.978558	0.021921	0.000119	0.500239	
47.000000	2	class2	------	10.000000	0.462100	0.500310	0.666667	0.001200	0.000866	0.038534	1.715400	1.000000	0.001485	0.000620	0.000800	0.999134	0.001486	0.000154	0.500310	
