Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
------	------	------	3.000000	6.000000	0.491700	0.504647	0.634162	0.017267	0.012947	0.130466	1.785910	1.000000	0.021836	0.009294	0.010867	0.987053	0.022242	0.002310	0.504647	
48.000000	0	class1	------	3.000000	0.535900	0.506493	0.810526	0.009500	0.003396	0.127778	4.823877	1.000000	0.016320	0.012987	0.007700	0.996604	0.016383	0.003235	0.506493	
48.000000	1	class1	------	1.000000	0.530300	0.508762	0.501068	0.140500	0.132264	0.360522	1.132486	1.000000	0.130346	0.017523	0.070400	0.867736	0.149787	0.004365	0.508762	
48.000000	2	class2	------	2.000000	0.493000	0.507836	0.545419	0.253200	0.244894	0.443571	1.063997	1.000000	0.214075	0.015672	0.138100	0.755106	0.260566	0.003904	0.507836	
48.000000	3	class2	------	3.000000	0.479000	0.504878	0.565217	0.069000	0.063830	0.262465	1.152830	1.000000	0.069643	0.009755	0.039000	0.936170	0.073585	0.002430	0.504878	
48.000000	4	class2	------	1.000000	0.516300	0.515859	0.545544	0.508300	0.491489	0.515807	1.064535	1.000000	0.364389	0.031718	0.277300	0.508511	0.523208	0.007901	0.515859	
48.000000	5	class2	------	3.000000	0.502600	0.517459	0.564325	0.253400	0.234894	0.454350	1.148653	1.000000	0.223298	0.034918	0.143000	0.765106	0.269811	0.008698	0.517459	
48.000000	6	class2	------	4.000000	0.473500	0.502350	0.590674	0.019300	0.016809	0.145423	1.279675	1.000000	0.021194	0.004701	0.011400	0.983191	0.021509	0.001171	0.502350	
48.000000	7	class2	------	3.000000	0.470000	0.497640	0.500000	0.039200	0.041702	0.188252	0.886792	0.000000	0.035662	-0.004721	0.019600	0.958298	0.036981	-0.001176	0.497640	
48.000000	8	class2	------	1.000000	0.510900	0.532720	0.647867	0.138300	0.103617	0.389281	1.631552	1.000000	0.154830	0.065440	0.089600	0.896383	0.169057	0.016301	0.532720	
48.000000	9	class2	------	3.000000	0.470700	0.500130	0.536842	0.009500	0.009362	0.097635	1.027873	1.000000	0.009543	0.000261	0.005100	0.990638	0.009623	0.000065	0.500130	
48.000000	10	class2	------	4.000000	0.471100	0.498762	0.514139	0.038900	0.040213	0.190311	0.938405	0.000000	0.036437	-0.002477	0.020000	0.959787	0.037736	-0.000617	0.498762	
------	------	------	11.000000	2.545455	0.495755	0.508444	0.574693	0.134464	0.125679	0.288672	1.468243	0.818182	0.115976	0.016889	0.074655	0.874321	0.142568	0.004207	0.508444	
49.000000	0	class1	------	3.000000	0.544300	0.500234	0.533333	0.001500	0.001286	0.041868	1.364508	1.000000	0.001752	0.000469	0.000800	0.998714	0.001755	0.000116	0.500234	
49.000000	1	class2	------	3.000000	0.455100	0.498216	0.471074	0.012100	0.014041	0.101622	0.745952	0.000000	0.010352	-0.003567	0.005700	0.985959	0.010474	-0.000885	0.498216	
49.000000	2	class2	------	12.000000	0.455900	0.500003	0.545455	0.001100	0.001097	0.033186	1.005072	1.000000	0.001102	0.000006	0.000600	0.998903	0.001103	0.000001	0.500003	
49.000000	3	class2	------	3.000000	0.457400	0.500686	0.576923	0.010400	0.009653	0.104494	1.142127	1.000000	0.010937	0.001372	0.006000	0.990347	0.011025	0.000340	0.500686	
49.000000	4	class2	------	3.000000	0.456800	0.500028	0.545455	0.011000	0.010970	0.104424	1.005072	1.000000	0.010925	0.000056	0.006000	0.989030	0.011025	0.000014	0.500028	
------	------	------	5.000000	4.800000	0.473900	0.499833	0.534448	0.007220	0.007410	0.077119	1.052546	0.800000	0.007014	-0.000333	0.003820	0.992590	0.007076	-0.000083	0.499833	
50.000000	0	class1	------	3.000000	0.545000	0.507068	0.557423	0.035700	0.029211	0.205133	1.483904	1.000000	0.041904	0.014135	0.019900	0.970789	0.043346	0.003510	0.507068	
50.000000	1	class2	------	3.000000	0.465500	0.504846	0.664948	0.019400	0.014158	0.153335	1.684483	1.000000	0.023566	0.009691	0.012900	0.985842	0.023849	0.002407	0.504846	
50.000000	2	class2	------	3.000000	0.459900	0.499801	0.532787	0.012200	0.012416	0.108939	0.967896	0.000000	0.011892	-0.000399	0.006500	0.987584	0.012017	-0.000099	0.499801	
50.000000	3	class2	------	3.000000	0.486900	0.515964	0.595205	0.146000	0.128730	0.374134	1.248023	1.000000	0.144833	0.031928	0.086900	0.871270	0.160658	0.007929	0.515964	
------	------	------	4.000000	3.000000	0.489325	0.506919	0.587591	0.053325	0.046129	0.210385	1.346077	0.750000	0.055549	0.013839	0.031550	0.953871	0.059967	0.003437	0.506919	
51.000000	0	class1	------	3.000000	0.546200	0.499593	0.428571	0.008400	0.008769	0.088794	0.907092	0.000000	0.007871	-0.000815	0.003600	0.991231	0.007954	-0.000202	0.499593	
51.000000	1	class1	------	3.000000	0.546000	0.504423	0.488525	0.061000	0.056997	0.249177	1.155186	1.000000	0.061596	0.008845	0.029800	0.943003	0.065842	0.002191	0.504423	
51.000000	2	class1	------	3.000000	0.550500	0.503444	0.969697	0.003300	0.000183	0.084077	38.702607	1.000000	0.007069	0.006888	0.003200	0.999817	0.007070	0.001706	0.503444	
51.000000	3	class1	------	3.000000	0.546300	0.505634	0.492199	0.070500	0.065400	0.267683	1.172294	1.000000	0.071048	0.011268	0.034700	0.934600	0.076668	0.002792	0.505634	
51.000000	4	class2	------	4.000000	0.454000	0.501068	0.694444	0.003600	0.002430	0.067498	1.879131	1.000000	0.004558	0.002137	0.002500	0.997570	0.004567	0.000529	0.501068	
------	------	------	5.000000	3.200000	0.528600	0.502832	0.614687	0.029360	0.026756	0.151446	8.763262	0.800000	0.030428	0.005665	0.014760	0.973244	0.032420	0.001403	0.502832	
52.000000	0	class1	------	3.000000	0.537900	0.500858	0.588235	0.003400	0.002606	0.065660	1.658897	1.000000	0.004309	0.001717	0.002000	0.997394	0.004322	0.000427	0.500858	
52.000000	1	class2	------	11.000000	0.463600	0.500838	1.000000	0.000900	0.000000	0.040927	INFINITY	1.000000	0.001675	0.001675	0.000900	1.000000	0.001675	0.000416	0.500838	
------	------	------	2.000000	7.000000	0.500750	0.500848	0.794118	0.002150	0.001303	0.053293	INFINITY	1.000000	0.002992	0.001696	0.001450	0.998697	0.002999	0.000422	0.500848	
53.000000	0	class1	------	12.000000	0.540700	0.499865	0.375000	0.000800	0.000924	0.025551	0.706905	0.000000	0.000653	-0.000271	0.000300	0.999076	0.000653	-0.000067	0.499865	
53.000000	1	class2	------	11.000000	0.459900	0.500674	0.750000	0.001600	0.000871	0.047081	2.546312	1.000000	0.002217	0.001347	0.001200	0.999129	0.002219	0.000335	0.500674	
------	------	------	2.000000	11.500000	0.500300	0.500269	0.562500	0.001200	0.000898	0.036316	1.626608	0.500000	0.001435	0.000538	0.000750	0.999102	0.001436	0.000134	0.500269	
54.000000	0	class1	------	1.000000	0.595700	0.562268	0.668300	0.142900	0.086560	0.439117	2.438742	1.000000	0.191076	0.124537	0.095500	0.913440	0.211096	0.030852	0.562268	
54.000000	1	class2	------	3.000000	0.450400	0.496118	0.448454	0.019400	0.023652	0.124546	0.671730	0.000000	0.015583	-0.007764	0.008700	0.976348	0.015888	-0.001923	0.496118	
------	------	------	2.000000	2.000000	0.523050	0.529193	0.558377	0.081150	0.055106	0.281832	1.555236	0.500000	0.103330	0.058386	0.052100	0.944894	0.113492	0.014464	0.529193	
55.000000	0	class1	------	3.000000	0.539900	0.503331	0.540284	0.021100	0.018023	0.155696	1.369692	1.000000	0.024178	0.006663	0.011400	0.981977	0.024686	0.001656	0.503331	
55.000000	1	class1	------	4.000000	0.540400	0.502459	0.843750	0.003200	0.000929	0.076428	6.293374	1.000000	0.005840	0.004918	0.002700	0.999071	0.005847	0.001222	0.502459	
55.000000	2	class2	------	13.000000	0.462100	0.500248	0.714286	0.000700	0.000433	0.030473	2.145113	1.000000	0.000929	0.000496	0.000500	0.999567	0.000929	0.000123	0.500248	
55.000000	3	class2	------	3.000000	0.462600	0.500590	0.642857	0.002800	0.002165	0.057769	1.544482	1.000000	0.003338	0.001179	0.001800	0.997835	0.003344	0.000293	0.500590	
------	------	------	4.000000	5.750000	0.501250	0.501657	0.685294	0.006950	0.005388	0.080091	2.838165	1.000000	0.008571	0.003314	0.004100	0.994612	0.008702	0.000824	0.501657	
56.000000	0	class1	------	3.000000	0.537500	0.499574	0.442478	0.011300	0.011693	0.103511	0.927188	0.000000	0.010695	-0.000851	0.005000	0.988307	0.010841	-0.000212	0.499574	
56.000000	1	class2	------	1.000000	0.482500	0.509695	0.570858	0.150300	0.139853	0.370098	1.138647	1.000000	0.142218	0.019390	0.085800	0.860147	0.159243	0.004818	0.509695	
56.000000	2	class2	------	3.000000	0.463000	0.499016	0.525140	0.035800	0.036860	0.183320	0.946609	0.000000	0.033825	-0.001968	0.018800	0.963140	0.034892	-0.000489	0.499016	
56.000000	3	class2	------	3.000000	0.464300	0.497662	0.522175	0.069900	0.072420	0.250673	0.935423	0.000000	0.063789	-0.004677	0.036500	0.927580	0.067743	-0.001162	0.497662	
56.000000	4	class2	------	2.000000	0.465300	0.502524	0.600000	0.020500	0.017780	0.149742	1.283964	1.000000	0.022486	0.005049	0.012300	0.982220	0.022829	0.001255	0.502524	
56.000000	5	class2	------	2.000000	0.464600	0.501750	0.579439	0.021400	0.019514	0.150217	1.179345	1.000000	0.022636	0.003500	0.012400	0.980486	0.023014	0.000870	0.501750	
------	------	------	6.000000	2.333333	0.479533	0.501704	0.540015	0.051533	0.049687	0.201260	1.068529	0.500000	0.049275	0.003407	0.028467	0.950313	0.053094	0.000847	0.501704	
57.000000	0	class1	------	4.000000	0.536300	0.501054	0.714286	0.002100	0.001121	0.056789	2.880973	1.000000	0.003224	0.002108	0.001500	0.998879	0.003229	0.000524	0.501054	
57.000000	1	class1	------	2.000000	0.545900	0.512054	0.748815	0.021100	0.009899	0.183497	3.435424	1.000000	0.033624	0.024109	0.015800	0.990101	0.034008	0.005997	0.512054	
57.000000	2	class1	------	2.000000	0.540900	0.506915	0.641026	0.019500	0.013074	0.162951	2.057838	1.000000	0.026506	0.013831	0.012500	0.986926	0.026905	0.003440	0.506915	
57.000000	3	class2	------	3.000000	0.471300	0.503952	0.585678	0.039100	0.034869	0.203176	1.226652	1.000000	0.041516	0.007903	0.022900	0.965131	0.042772	0.001966	0.503952	
------	------	------	4.000000	2.750000	0.523600	0.505994	0.672451	0.020450	0.014741	0.151603	2.400222	1.000000	0.026217	0.011988	0.013175	0.985259	0.026728	0.002982	0.505994	
58.000000	0	class1	------	3.000000	0.545200	0.510828	0.726829	0.020500	0.010450	0.178240	3.072348	1.000000	0.031722	0.021655	0.014900	0.989550	0.032105	0.005386	0.510828	
58.000000	1	class2	------	3.000000	0.467000	0.502258	0.659341	0.009100	0.006680	0.105458	1.676167	1.000000	0.011132	0.004517	0.006000	0.993320	0.011196	0.001123	0.502258	
------	------	------	2.000000	3.000000	0.506100	0.506543	0.693085	0.014800	0.008565	0.141849	2.374258	1.000000	0.021427	0.013086	0.010450	0.991435	0.021651	0.003255	0.506543	
59.000000	0	class1	------	2.000000	0.515600	0.516292	0.481729	0.509000	0.493823	0.516193	1.065982	1.000000	0.336075	0.032584	0.245200	0.506177	0.526406	0.008108	0.516292	
59.000000	1	class1	------	2.000000	0.505600	0.488267	0.442199	0.247400	0.258330	0.417363	0.909165	0.000000	0.181186	-0.023465	0.109400	0.741670	0.234865	-0.005839	0.488267	
59.000000	2	class1	------	3.000000	0.526900	0.495133	0.398329	0.035900	0.040434	0.171635	0.759253	0.000000	0.029339	-0.009734	0.014300	0.959566	0.030700	-0.002422	0.495133	
59.000000	3	class1	------	3.000000	0.529600	0.497852	0.436111	0.036000	0.038001	0.180068	0.886968	0.000000	0.032298	-0.004295	0.015700	0.961999	0.033705	-0.001069	0.497852	
59.000000	4	class1	------	2.000000	0.534700	0.501870	0.512563	0.019900	0.018158	0.146629	1.205960	1.000000	0.021451	0.003740	0.010200	0.981842	0.021898	0.000931	0.501870	
59.000000	5	class1	------	3.000000	0.533900	0.501149	0.492891	0.021100	0.020030	0.147919	1.114690	1.000000	0.021826	0.002297	0.010400	0.979970	0.022327	0.000572	0.501149	
59.000000	6	class1	------	2.000000	0.544000	0.514547	0.571637	0.068400	0.054848	0.281669	1.530430	1.000000	0.078974	0.029093	0.039100	0.945152	0.083942	0.007239	0.514547	
59.000000	7	class1	------	3.000000	0.538300	0.513802	0.514549	0.140900	0.128042	0.368398	1.215588	1.000000	0.135717	0.027604	0.072500	0.871958	0.155646	0.006869	0.513802	
59.000000	8	class1	------	1.000000	0.526900	0.502610	0.474775	0.144700	0.142269	0.355676	1.036687	1.000000	0.126800	0.005219	0.068700	0.857731	0.147488	0.001299	0.502610	
59.000000	9	class1	------	11.000000	0.534400	0.500380	0.538462	0.002600	0.002246	0.054762	1.337985	1.000000	0.002998	0.000759	0.001400	0.997754	0.003006	0.000189	0.500380	
59.000000	10	class2	------	2.000000	0.474400	0.507376	0.733696	0.018400	0.010520	0.158132	2.402333	1.000000	0.025042	0.014752	0.013500	0.989480	0.025271	0.003671	0.507376	
------	------	------	11.000000	3.090909	0.524027	0.503571	0.508813	0.113118	0.109700	0.254404	1.224095	0.727273	0.090155	0.007141	0.054582	0.890300	0.116841	0.001777	0.503571	
60.000000	0	class1	------	4.000000	0.548800	0.500794	0.888889	0.000900	0.000182	0.042071	9.703032	1.000000	0.001770	0.001588	0.000800	0.999818	0.001770	0.000393	0.500794	
60.000000	1	class2	------	2.000000	0.467600	0.513895	0.890547	0.020100	0.004868	0.180276	6.708306	1.000000	0.032528	0.027790	0.017900	0.995132	0.032658	0.006883	0.513895	
------	------	------	2.000000	3.000000	0.508200	0.507344	0.889718	0.010500	0.002525	0.111173	8.205669	1.000000	0.017149	0.014689	0.009350	0.997475	0.017214	0.003638	0.507344	
61.000000	0	class1	------	4.000000	0.540000	0.501858	0.666667	0.004500	0.002786	0.080514	2.333694	1.000000	0.006479	0.003715	0.003000	0.997214	0.006501	0.000923	0.501858	
61.000000	1	class2	------	4.000000	0.461600	0.499907	0.520000	0.002500	0.002600	0.049070	0.928428	0.000000	0.002409	-0.000186	0.001300	0.997400	0.002414	-0.000046	0.499907	
61.000000	2	class2	------	3.000000	0.460000	0.497771	0.419355	0.009300	0.011701	0.084603	0.618952	0.000000	0.007170	-0.004459	0.003900	0.988299	0.007242	-0.001108	0.497771	
------	------	------	3.000000	3.666667	0.487200	0.499845	0.535341	0.005433	0.005696	0.071395	1.293691	0.333333	0.005353	-0.000310	0.002733	0.994304	0.005386	-0.000077	0.499845	
62.000000	0	class1	------	11.000000	0.541700	0.499757	0.285714	0.000700	0.000923	0.020887	0.473362	0.000000	0.000436	-0.000486	0.000200	0.999077	0.000437	-0.000121	0.499757	
62.000000	1	class1	------	3.000000	0.539000	0.498586	0.421053	0.019000	0.020295	0.130816	0.860659	0.000000	0.017058	-0.002828	0.008000	0.979705	0.017467	-0.000702	0.498586	
62.000000	2	class1	------	3.000000	0.542900	0.501947	0.536585	0.012300	0.010517	0.119411	1.370260	1.000000	0.014233	0.003894	0.006600	0.989483	0.014410	0.000967	0.501947	
62.000000	3	class1	------	3.000000	0.529400	0.508595	0.474960	0.251600	0.243727	0.444212	1.070530	1.000000	0.202508	0.017190	0.119500	0.756273	0.260917	0.004267	0.508595	
62.000000	4	class1	------	3.000000	0.542000	0.500220	0.500000	0.002600	0.002399	0.053213	1.183406	1.000000	0.002830	0.000440	0.001300	0.997601	0.002838	0.000109	0.500220	
62.000000	5	class1	------	3.000000	0.537900	0.498840	0.441595	0.035100	0.036162	0.180607	0.935857	0.000000	0.032454	-0.002320	0.015500	0.963838	0.033843	-0.000576	0.498840	
62.000000	6	class1	------	3.000000	0.590400	0.561197	0.664402	0.147200	0.091144	0.440539	2.342857	1.000000	0.192747	0.122393	0.097800	0.908856	0.213537	0.030382	0.561197	
62.000000	7	class2	------	3.000000	0.458600	0.499708	0.528302	0.010600	0.010917	0.101091	0.946421	0.000000	0.010238	-0.000585	0.005600	0.989083	0.010332	-0.000145	0.499708	
62.000000	8	class2	------	4.000000	0.464000	0.504351	0.650000	0.020000	0.015284	0.153684	1.569320	1.000000	0.023679	0.008701	0.013000	0.984716	0.023985	0.002160	0.504351	
62.000000	9	class2	------	11.000000	0.458700	0.500510	0.652174	0.002300	0.001747	0.052561	1.584410	1.000000	0.002763	0.001021	0.001500	0.998253	0.002768	0.000253	0.500510	
------	------	------	10.000000	4.700000	0.520460	0.507371	0.515479	0.050140	0.043311	0.169702	1.233708	0.600000	0.049895	0.014742	0.026900	0.956689	0.058053	0.003660	0.507371	
63.000000	0	class1	------	13.000000	0.543600	0.500053	0.500000	0.000600	0.000552	0.025631	1.191060	1.000000	0.000657	0.000105	0.000300	0.999448	0.000657	0.000026	0.500053	
63.000000	1	class1	------	13.000000	0.543200	0.499650	0.166667	0.000600	0.000920	0.014795	0.238212	0.000000	0.000219	-0.000701	0.000100	0.999080	0.000219	-0.000174	0.499650	
63.000000	2	class1	------	12.000000	0.543300	0.499882	0.428571	0.002100	0.002208	0.044358	0.893295	0.000000	0.001967	-0.000236	0.000900	0.997792	0.001972	-0.000058	0.499882	
63.000000	3	class1	------	13.000000	0.543400	0.499851	0.333333	0.000600	0.000736	0.020926	0.595530	0.000000	0.000438	-0.000298	0.000200	0.999264	0.000438	-0.000074	0.499851	
63.000000	4	class2	------	9.000000	0.456400	0.499842	0.500000	0.001800	0.001972	0.040649	0.839588	0.000000	0.001653	-0.000316	0.000900	0.998028	0.001656	-0.000078	0.499842	
63.000000	5	class2	------	3.000000	0.464600	0.506646	0.722826	0.018400	0.011174	0.155541	2.189514	1.000000	0.024239	0.013292	0.013300	0.988826	0.024467	0.003298	0.506646	
63.000000	6	class2	------	3.000000	0.468200	0.508762	0.665730	0.035600	0.026074	0.206062	1.672121	1.000000	0.042664	0.017525	0.023700	0.973926	0.043598	0.004348	0.508762	
------	------	------	7.000000	9.428571	0.508957	0.502098	0.473875	0.008529	0.006234	0.072566	1.088474	0.428571	0.010262	0.004196	0.005629	0.993766	0.010430	0.001041	0.502098	
64.000000	0	class1	------	2.000000	0.592900	0.566501	0.695285	0.142100	0.080573	0.443133	2.650703	1.000000	0.195296	0.133002	0.098800	0.919427	0.213575	0.033065	0.566501	
64.000000	1	class1	------	3.000000	0.525600	0.526406	0.488404	0.508800	0.484369	0.526296	1.109032	1.000000	0.343754	0.052812	0.248500	0.515631	0.537181	0.013129	0.526406	
64.000000	2	class1	------	2.000000	0.512000	0.501145	0.464205	0.354800	0.353740	0.479676	1.006476	1.000000	0.252336	0.002291	0.164700	0.646260	0.356031	0.000570	0.501145	
64.000000	3	class1	------	3.000000	0.538900	0.502328	0.568807	0.010900	0.008746	0.115262	1.532448	1.000000	0.013268	0.004657	0.006200	0.991254	0.013403	0.001158	0.502328	
64.000000	4	class1	------	4.000000	0.538300	0.501033	0.764706	0.001700	0.000744	0.052992	3.775508	1.000000	0.002808	0.002066	0.001300	0.999256	0.002810	0.000514	0.501033	
64.000000	5	class2	------	3.000000	0.463600	0.500810	0.692308	0.002600	0.001729	0.057824	1.936825	1.000000	0.003344	0.001620	0.001800	0.998271	0.003349	0.000403	0.500810	
64.000000	6	class2	------	11.000000	0.463200	0.500483	0.687500	0.001600	0.001081	0.045218	1.893785	1.000000	0.002045	0.000966	0.001100	0.998919	0.002047	0.000240	0.500483	
64.000000	7	class2	------	3.000000	0.461400	0.497951	0.446429	0.011200	0.013403	0.095809	0.694203	0.000000	0.009198	-0.004098	0.005000	0.986597	0.009304	-0.001019	0.497951	
------	------	------	8.000000	3.875000	0.511988	0.512082	0.600955	0.129213	0.118048	0.227026	1.824873	0.875000	0.102756	0.024164	0.065925	0.881952	0.142213	0.006007	0.512082	
65.000000	0	class1	------	12.000000	0.534900	0.500121	0.666667	0.000300	0.000187	0.020733	2.299226	1.000000	0.000430	0.000243	0.000200	0.999813	0.000430	0.000060	0.500121	
65.000000	1	class2	------	3.000000	0.471700	0.505839	0.828283	0.009900	0.003654	0.123599	4.195785	1.000000	0.015284	0.011678	0.008200	0.996346	0.015333	0.002905	0.505839	
------	------	------	2.000000	7.500000	0.503300	0.502980	0.747475	0.005100	0.001921	0.072166	3.247506	1.000000	0.007857	0.005961	0.004200	0.998079	0.007881	0.001483	0.502980	
66.000000	0	class1	------	3.000000	0.547200	0.503286	0.675676	0.007400	0.004407	0.104551	2.491400	1.000000	0.010922	0.006572	0.005000	0.995593	0.010979	0.001630	0.503286	
66.000000	1	class2	------	3.000000	0.458900	0.501325	0.571429	0.024500	0.023057	0.158475	1.114947	1.000000	0.025221	0.002650	0.014000	0.976943	0.025707	0.000657	0.501325	
------	------	------	2.000000	3.000000	0.503050	0.502306	0.623552	0.015950	0.013732	0.131513	1.803173	1.000000	0.018071	0.004611	0.009500	0.986268	0.018343	0.001144	0.502306	
67.000000	0	class1	------	3.000000	0.542100	0.503411	0.630000	0.010000	0.006858	0.116563	1.994806	1.000000	0.013572	0.006823	0.006300	0.993142	0.013681	0.001695	0.503411	
67.000000	1	class2	------	3.000000	0.463500	0.501365	0.572115	0.020800	0.019327	0.147075	1.141288	1.000000	0.021699	0.002731	0.011900	0.980673	0.022057	0.000678	0.501365	
------	------	------	2.000000	3.000000	0.502800	0.502388	0.601058	0.015400	0.013093	0.131819	1.568047	1.000000	0.017636	0.004777	0.009100	0.986907	0.017869	0.001187	0.502388	
68.000000	0	class1	------	4.000000	0.543100	0.499973	0.450000	0.002000	0.002025	0.044347	0.973326	0.000000	0.001966	-0.000054	0.000900	0.997975	0.001971	-0.000013	0.499973	
68.000000	1	class1	------	3.000000	0.521800	0.521450	0.478243	0.494100	0.474508	0.521434	1.090409	1.000000	0.330721	0.042900	0.236300	0.525492	0.517407	0.010645	0.521450	
68.000000	2	class1	------	3.000000	0.538900	0.497329	0.391089	0.020200	0.022639	0.130025	0.764066	0.000000	0.016844	-0.005341	0.007900	0.977361	0.017298	-0.001325	0.497329	
68.000000	3	class1	------	3.000000	0.508200	0.487120	0.431898	0.257700	0.269464	0.421942	0.904405	0.000000	0.184547	-0.025760	0.111300	0.730536	0.243705	-0.006392	0.487120	
68.000000	4	class1	------	1.000000	0.551200	0.519852	0.528980	0.136300	0.118167	0.373117	1.336008	1.000000	0.138414	0.039705	0.072100	0.881833	0.157872	0.009852	0.519852	
68.000000	5	class1	------	3.000000	0.542700	0.509779	0.497479	0.119000	0.110068	0.339644	1.177685	1.000000	0.114618	0.019557	0.059200	0.889932	0.129626	0.004853	0.509779	
68.000000	6	class1	------	3.000000	0.528000	0.528971	0.484962	0.508700	0.482238	0.528852	1.120151	1.000000	0.343259	0.057941	0.246700	0.517762	0.540180	0.014377	0.528971	
68.000000	7	class1	------	3.000000	0.539200	0.499089	0.444444	0.036900	0.037732	0.185889	0.951697	0.000000	0.034367	-0.001823	0.016400	0.962268	0.035910	-0.000452	0.499089	
68.000000	8	class1	------	2.000000	0.507500	0.485656	0.428112	0.249000	0.262102	0.415013	0.890545	0.000000	0.177934	-0.028688	0.106600	0.737898	0.233414	-0.007118	0.485656	
68.000000	9	class2	------	11.000000	0.457200	0.500390	0.692308	0.001300	0.000876	0.040683	1.891358	1.000000	0.001655	0.000781	0.000900	0.999124	0.001657	0.000194	0.500390	
------	------	------	10.000000	3.600000	0.523780	0.504961	0.482752	0.182520	0.177982	0.300095	1.109965	0.500000	0.134432	0.009922	0.085830	0.822018	0.187904	0.002462	0.504961	
69.000000	0	class1	------	12.000000	0.529000	0.500821	0.666667	0.002100	0.001325	0.054443	2.239983	1.000000	0.002964	0.001643	0.001400	0.998675	0.002968	0.000409	0.500821	
69.000000	1	class1	------	3.000000	0.529500	0.501386	0.687500	0.003200	0.001893	0.068229	2.463981	1.000000	0.004654	0.002771	0.002200	0.998107	0.004664	0.000691	0.501386	
69.000000	2	class1	------	2.000000	0.535400	0.508344	0.665116	0.021500	0.013629	0.172924	2.224428	1.000000	0.029860	0.016687	0.014300	0.986371	0.030316	0.004158	0.508344	
69.000000	3	class2	------	3.000000	0.473300	0.500458	0.539604	0.020200	0.019716	0.142216	1.046475	1.000000	0.020275	0.000916	0.010900	0.980284	0.020632	0.000228	0.500458	
------	------	------	4.000000	5.000000	0.516800	0.502752	0.639722	0.011750	0.009141	0.109453	1.993717	1.000000	0.014438	0.005504	0.007200	0.990859	0.014645	0.001372	0.502752	
70.000000	0	class1	------	14.000000	0.546900	0.499855	0.333333	0.000600	0.000731	0.021007	0.603996	0.000000	0.000441	-0.000290	0.000200	0.999269	0.000442	-0.000072	0.499855	
70.000000	1	class2	------	3.000000	0.459000	0.505290	0.835165	0.009100	0.003312	0.117667	4.194285	1.000000	0.013853	0.010579	0.007600	0.996688	0.013891	0.002621	0.505290	
------	------	------	2.000000	8.500000	0.502950	0.502572	0.584249	0.004850	0.002022	0.069337	2.399141	0.500000	0.007147	0.005145	0.003900	0.997978	0.007167	0.001275	0.502572	
71.000000	0	class1	------	2.000000	0.540800	0.513582	0.506372	0.149100	0.136575	0.376000	1.198898	1.000000	0.141201	0.027164	0.075500	0.863425	0.163739	0.006750	0.513582	
71.000000	1	class1	------	2.000000	0.537300	0.504323	0.489446	0.075800	0.071813	0.273280	1.120407	1.000000	0.074230	0.008647	0.037100	0.928187	0.080460	0.002149	0.504323	
71.000000	2	class1	------	2.000000	0.535200	0.497804	0.405128	0.019500	0.021525	0.129476	0.795943	0.000000	0.016713	-0.004392	0.007900	0.978475	0.017133	-0.001091	0.497804	
71.000000	3	class1	------	3.000000	0.540500	0.512678	0.505658	0.141400	0.129709	0.367357	1.195479	1.000000	0.134652	0.025355	0.071500	0.870291	0.155064	0.006300	0.512678	
71.000000	4	class1	------	11.000000	0.538500	0.500005	0.461538	0.005200	0.005196	0.071958	1.001766	1.000000	0.005174	0.000009	0.002400	0.994804	0.005205	0.000002	0.500005	
71.000000	5	class1	------	2.000000	0.538500	0.501179	0.490099	0.020200	0.019113	0.145121	1.123340	1.000000	0.021001	0.002357	0.009900	0.980887	0.021470	0.000586	0.501179	
71.000000	6	class2	------	3.000000	0.461800	0.500524	0.652174	0.002300	0.001735	0.052713	1.604310	1.000000	0.002779	0.001048	0.001500	0.998265	0.002783	0.000261	0.500524	
------	------	------	7.000000	3.571429	0.527514	0.504299	0.501488	0.059071	0.055095	0.202272	1.148592	0.857143	0.056536	0.008598	0.029400	0.944905	0.063693	0.002137	0.504299	
72.000000	0	class1	------	11.000000	0.539400	0.500774	0.888889	0.000900	0.000186	0.041640	9.342294	1.000000	0.001734	0.001549	0.000800	0.999814	0.001734	0.000385	0.500774	
72.000000	1	class2	------	10.000000	0.461500	0.500123	0.600000	0.001000	0.000867	0.033359	1.284481	1.000000	0.001113	0.000247	0.000600	0.999133	0.001114	0.000061	0.500123	
------	------	------	2.000000	10.500000	0.500450	0.500449	0.744444	0.000950	0.000526	0.037500	5.313387	1.000000	0.001423	0.000898	0.000700	0.999474	0.001424	0.000223	0.500449	
73.000000	0	class1	------	3.000000	0.534100	0.498200	0.371134	0.009700	0.011368	0.087638	0.683388	0.000000	0.007668	-0.003599	0.003600	0.988632	0.007769	-0.000895	0.498200	
73.000000	1	class1	------	2.000000	0.539100	0.503787	0.572254	0.017300	0.013791	0.145152	1.549167	1.000000	0.021028	0.007573	0.009900	0.986209	0.021364	0.001883	0.503787	
73.000000	2	class2	------	3.000000	0.465900	0.502329	1.000000	0.002500	0.000000	0.068257	INFINITY	1.000000	0.004659	0.004659	0.002500	1.000000	0.004659	0.001159	0.502329	
