Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm	ExecTime_ms
1.000000	------	------	2.000000	6.000000	0.499400	0.499354	0.392857	0.003400	0.004020	0.051202	0.664196	0.000000	0.002718	-0.001292	0.001400	0.995980	0.002728	-0.000321	0.499354	554.000000
2.000000	------	------	4.000000	5.000000	0.500900	0.500576	0.587524	0.006500	0.005926	0.079204	1.507185	1.000000	0.007026	0.001151	0.003700	0.994074	0.007077	0.000286	0.500576	340.000000
3.000000	------	------	2.000000	3.000000	0.512600	0.512242	0.818182	0.015800	0.003028	0.158182	INFINITY	1.000000	0.027472	0.024484	0.014200	0.996972	0.027512	0.006101	0.512242	317.000000
4.000000	------	------	2.000000	3.500000	0.502400	0.502773	0.820000	0.006000	0.003309	0.089356	INFINITY	1.000000	0.008801	0.005547	0.004200	0.996691	0.008856	0.001376	0.502773	263.000000
5.000000	------	------	3.000000	9.666667	0.510933	0.501229	0.572549	0.007200	0.005981	0.091275	1.439310	1.000000	0.008386	0.002458	0.004133	0.994019	0.008438	0.000612	0.501229	235.000000
6.000000	------	------	3.000000	2.666667	0.494667	0.505380	0.619724	0.035067	0.029852	0.189028	2.040233	0.666667	0.039167	0.010761	0.021067	0.970148	0.040612	0.002675	0.505380	221.000000
7.000000	------	------	2.000000	7.500000	0.501800	0.501482	0.587500	0.011000	0.009525	0.109020	1.448070	1.000000	0.012361	0.002964	0.006400	0.990475	0.012490	0.000738	0.501482	234.000000
8.000000	------	------	2.000000	3.500000	0.505400	0.505520	0.692248	0.014600	0.009098	0.140782	2.279127	1.000000	0.019942	0.011040	0.010000	0.990902	0.020138	0.002755	0.505520	238.000000
9.000000	------	------	7.000000	3.714286	0.529029	0.501222	0.486528	0.072171	0.071034	0.216759	1.167289	0.714286	0.062525	0.002445	0.033314	0.928966	0.073479	0.000606	0.501222	230.000000
10.000000	------	------	2.000000	7.500000	0.501000	0.501078	0.678571	0.003400	0.002253	0.066320	3.033338	1.000000	0.004397	0.002156	0.002200	0.997747	0.004409	0.000533	0.501078	231.000000
11.000000	------	------	2.000000	8.500000	0.502000	0.501820	0.892857	0.003200	0.001304	0.065926	INFINITY	1.000000	0.004935	0.003639	0.002600	0.998696	0.004944	0.000904	0.501820	235.000000
12.000000	------	------	10.000000	2.100000	0.484120	0.506627	0.520190	0.156600	0.150443	0.311180	1.165287	0.700000	0.134030	0.013254	0.086840	0.849557	0.163697	0.003291	0.506627	242.000000
