Timestamp	Rule	ID	Consequent	FPR	G-Mean	WRAcc_Norm(Diversity)
112.000000	3	-789235004	class2	0.000885	0.071449	0.502112
112.000000	4	675533508	class2	0.059292	0.297620	0.517434
112.000000	5	-1107412732	class2	0.468142	0.518311	0.518484
112.000000	6	-1993216420	class2	0.015929	0.149222	0.503349
112.000000	7	-391164912	class2	0.008850	0.117243	0.502510
113.000000	0	587773769	class1	0.000000	0.205788	0.509411
113.000000	1	1603653218	class2	0.002455	0.142458	0.508945
114.000000	0	-979272253	class1	0.008955	0.113204	0.501988
114.000000	1	-601937712	class2	0.005172	0.192667	0.516071
115.000000	0	-1715802929	class1	0.000000	0.072389	0.502620
115.000000	1	1616716931	class1	0.012546	0.181029	0.510321
115.000000	2	-144671792	class2	0.007860	0.175364	0.511568
115.000000	3	-317861092	class2	0.119651	0.390744	0.526891
115.000000	4	-1499345840	class2	0.255895	0.437157	0.500466
115.000000	5	1599928260	class2	0.023581	0.187909	0.506291
115.000000	6	-892456240	class2	0.036681	0.294507	0.526678
115.000000	7	328699560	class2	0.478603	0.511528	0.511621
116.000000	0	-380903991	class1	0.000000	0.065625	0.502153
116.000000	1	-763162416	class2	0.000000	0.066940	0.502240
116.000000	2	213937284	class2	0.453919	0.542258	0.542271
116.000000	3	-1528864024	class2	0.131783	0.379403	0.517006
116.000000	4	1246876856	class2	0.015504	0.162693	0.505691
116.000000	5	2073754896	class2	0.114556	0.373535	0.521512
116.000000	6	160909148	class2	0.045650	0.273563	0.516383
116.000000	7	-1149005848	class2	0.130922	0.373558	0.514823
116.000000	8	1885898756	class2	0.060293	0.311204	0.521385
117.000000	0	-208943165	class1	0.000000	0.075997	0.502888
117.000000	1	-1487924336	class2	0.123762	0.385989	0.523134
117.000000	2	219484176	class2	0.467822	0.525362	0.525406
117.000000	3	-95845708	class2	0.000000	0.073721	0.502717
117.000000	4	-1739634480	class2	0.059406	0.285991	0.513775
118.000000	0	-134627639	class1	0.000747	0.077586	0.502638
118.000000	1	785631248	class2	0.000000	0.094703	0.504484
119.000000	0	1628932955	class1	0.005240	0.133965	0.506401
119.000000	1	-297694896	class2	0.223368	0.431300	0.508077
119.000000	2	-850704344	class2	0.116838	0.363607	0.516431
119.000000	3	-270267440	class2	0.058419	0.285927	0.514204
119.000000	4	-489520444	class2	0.133162	0.376954	0.515380
119.000000	5	1443674308	class2	0.017182	0.138299	0.501139
119.000000	6	1007519684	class2	0.030928	0.186593	0.502500
119.000000	7	1569411088	class2	0.463058	0.532298	0.532318
119.000000	8	1192855684	class2	0.024914	0.152825	0.499519
119.000000	9	-1098485448	class2	0.012027	0.133222	0.502968
120.000000	0	1299586907	class1	0.000740	0.078024	0.502676
120.000000	1	273905016	class2	0.000000	0.060836	0.501850
121.000000	0	891206979	class1	0.005818	0.102979	0.502424
121.000000	1	1959781596	class2	0.006222	0.137082	0.506343
122.000000	0	2013719235	class1	0.000000	0.078672	0.503095
122.000000	1	-2075431920	class2	0.009726	0.096972	0.499885
123.000000	0	-1905314417	class1	0.008608	0.103714	0.501121
123.000000	1	-1109994754	class2	0.000000	0.070863	0.502511
124.000000	0	857863805	class1	0.001507	0.105195	0.504788
124.000000	1	2128155432	class2	0.005115	0.125476	0.505355
125.000000	0	1962260903	class1	0.000000	0.083844	0.503515
125.000000	1	-895444418	class2	0.000000	0.101385	0.505140
126.000000	0	1462572949	class1	0.000000	0.083117	0.503454
126.000000	1	-43464776	class2	0.012090	0.179974	0.510349
127.000000	0	261176975	class1	0.005259	0.096748	0.502075
127.000000	1	-1514163696	class2	0.001711	0.142305	0.509287
128.000000	0	572946481	class1	0.000000	0.087856	0.503859
128.000000	1	1775380304	class2	0.000000	0.054759	0.501499
129.000000	0	1939449051	class1	0.018491	0.146200	0.501643
129.000000	1	650839695	class1	0.458580	0.531508	0.531599
129.000000	2	2000619163	class1	0.056953	0.271905	0.510722
129.000000	3	-1910781809	class1	0.000000	0.093332	0.504355
129.000000	4	-148529341	class1	0.085059	0.449927	0.568098
129.000000	5	1629937295	class1	0.008136	0.128124	0.504207
129.000000	6	1338250511	class1	0.031805	0.223068	0.509794
129.000000	7	-1261201073	class1	0.020710	0.157284	0.502276
129.000000	8	-550189861	class1	0.061391	0.301254	0.517650
129.000000	9	-836157366	class2	0.000000	0.027196	0.500370
130.000000	0	1303908059	class1	0.011905	0.124039	0.501833
130.000000	1	-766826929	class1	0.135417	0.354470	0.504956
130.000000	2	650827971	class1	0.227679	0.452148	0.518514
130.000000	3	876896207	class1	0.058780	0.278118	0.511700
130.000000	4	1624211203	class1	0.017857	0.130354	0.499722
130.000000	5	-1608584049	class1	0.126488	0.350953	0.507258
130.000000	6	-1239719025	class1	0.476190	0.520110	0.520123
130.000000	7	463011983	class1	0.141369	0.367672	0.508035
130.000000	8	-1888648293	class1	0.020833	0.159408	0.502559
130.000000	9	-1302916401	class1	0.069196	0.285175	0.509087
130.000000	10	2000803675	class1	0.146577	0.381361	0.511919
130.000000	11	645119823	class1	0.229911	0.455899	0.519993
130.000000	12	-1807228901	class1	0.068452	0.282450	0.508594
130.000000	13	-1751523172	class2	0.000000	0.090468	0.504092
131.000000	0	865110339	class1	0.000000	0.041595	0.500865
131.000000	1	426371228	class2	0.000000	0.072169	0.502604
132.000000	0	-216624089	class1	0.000000	0.131762	0.508681
132.000000	1	-706935793	class1	0.040801	0.313451	0.530815
132.000000	2	-296594533	class1	0.006677	0.194780	0.515759
132.000000	3	108850844	class2	0.000868	0.038502	0.500308
133.000000	0	-1619642149	class1	0.002242	0.071777	0.501461
133.000000	1	49604868	class2	0.117040	0.365105	0.516966
133.000000	2	-187917622	class2	0.131670	0.375270	0.515256
133.000000	3	-1312870972	class2	0.024096	0.216056	0.511868
133.000000	4	-1410292196	class2	0.121343	0.368695	0.516683
133.000000	5	1945948880	class2	0.055938	0.260260	0.507905
133.000000	6	1689403420	class2	0.004303	0.176791	0.513544
134.000000	0	15963959	class1	0.001480	0.106289	0.504917
134.000000	1	-927915610	class2	0.000000	0.066642	0.502221
135.000000	0	1574946447	class1	0.483684	0.513278	0.513287
135.000000	1	-1491392997	class1	0.071066	0.273093	0.504610
135.000000	2	-937692645	class1	0.000000	0.073160	0.502676
135.000000	3	1397636367	class1	0.491661	0.523783	0.524018
135.000000	4	-1250807229	class1	0.269761	0.443540	0.499821
135.000000	5	-1324844005	class1	0.480058	0.505993	0.506180
135.000000	6	208172815	class1	0.012328	0.151353	0.505433
135.000000	7	-954768625	class1	0.116751	0.372387	0.520126
135.000000	8	-429235901	class1	0.009427	0.098591	0.500193
135.000000	9	1888801732	class2	0.004460	0.123128	0.505384
136.000000	0	2125026243	class1	0.000746	0.077653	0.502644
136.000000	1	1752064028	class2	0.004310	0.112392	0.504188
136.000000	2	-1787150908	class2	0.000862	0.047296	0.500688
137.000000	0	-1235666177	class1	0.000750	0.087786	0.503481
137.000000	1	-656595772	class2	0.005141	0.119081	0.504556
138.000000	0	-87058777	class1	0.001496	0.077524	0.502262
138.000000	1	174432516	class2	0.023216	0.187264	0.506343
138.000000	2	-1384151076	class2	0.013758	0.165206	0.506958
138.000000	3	-1816627684	class2	0.055890	0.252097	0.505712
138.000000	4	-1486124244	class2	0.134136	0.394244	0.522685
138.000000	5	1572320016	class2	0.129837	0.354416	0.507258
138.000000	6	-1590949180	class2	0.030095	0.192346	0.504025
138.000000	7	-894405412	class2	0.062769	0.282690	0.511248
138.000000	8	-144856304	class2	0.005159	0.136390	0.506770
138.000000	9	1574952208	class2	0.482373	0.529068	0.529195
138.000000	10	1232176708	class2	0.133276	0.360072	0.508156
138.000000	11	-114818480	class2	0.010318	0.156293	0.507182
138.000000	12	457483100	class2	0.204643	0.408126	0.502390
139.000000	0	774590875	class1	0.114959	0.323315	0.501575
139.000000	1	-1911214665	class1	0.015475	0.168596	0.506698
139.000000	2	713858319	class1	0.476787	0.527555	0.527573
139.000000	3	1454920283	class1	0.001474	0.083599	0.502763
139.000000	4	1312957287	class1	0.123803	0.392533	0.526025
139.000000	5	-530745125	class1	0.036846	0.232228	0.509574
139.000000	6	-637176369	class1	0.232130	0.459289	0.521293
139.000000	7	-980486205	class1	0.048637	0.297032	0.522051
139.000000	8	1086582492	class2	0.007874	0.114718	0.502695
140.000000	0	-1951291301	class1	0.010503	0.108952	0.500747
140.000000	1	2015324892	class2	0.000000	0.204965	0.521005
141.000000	0	-1807044389	class1	0.121387	0.372240	0.518159
141.000000	1	1574773647	class1	0.470376	0.535833	0.535869
141.000000	2	-565119485	class1	0.135838	0.379509	0.515414
141.000000	3	-320310013	class1	0.043353	0.302856	0.526263
141.000000	4	-379399793	class1	0.109827	0.336550	0.508707
141.000000	5	897230375	class1	0.016618	0.180563	0.508268
141.000000	6	-550069925	class1	0.006503	0.115557	0.503469
141.000000	7	-625981297	class1	0.028179	0.191243	0.504728
141.000000	8	2015324892	class2	0.000000	0.293536	0.519147
142.000000	0	813433115	class1	0.000740	0.072236	0.502241
142.000000	1	1133164880	class2	0.013055	0.150487	0.504946
143.000000	0	-1308183153	class1	0.004252	0.148138	0.508893
143.000000	1	301190260	class2	0.000000	0.092220	0.504252
143.000000	2	1125600558	class2	0.000000	0.092220	0.504252
144.000000	0	521805595	class1	0.000000	0.029527	0.500436
144.000000	1	2019652356	class2	0.469922	0.516908	0.517072
144.000000	2	1906207288	class2	0.009590	0.108223	0.501118
144.000000	3	1891440068	class2	0.110724	0.382844	0.527048
144.000000	4	777693392	class2	0.066260	0.281717	0.509368
144.000000	5	1569411088	class2	0.481255	0.518426	0.518426
144.000000	6	-530560612	class2	0.080209	0.284426	0.503872
144.000000	7	-1428542524	class2	0.056670	0.258713	0.507142
144.000000	8	1108259408	class2	0.063644	0.265688	0.505872
145.000000	0	703104067	class1	0.004418	0.072324	0.500418
145.000000	1	-855245372	class2	0.007881	0.093632	0.500478
145.000000	2	843703388	class2	0.027145	0.158346	0.499314
145.000000	3	-740922480	class2	0.031524	0.181123	0.501175
145.000000	4	1246698104	class2	0.009632	0.129513	0.503652
146.000000	0	393591927	class1	0.000000	0.059735	0.501784
146.000000	1	927221252	class2	0.473684	0.517618	0.517690
146.000000	2	-418595364	class2	0.049063	0.249124	0.508101
146.000000	3	-1363096688	class2	0.006244	0.107379	0.502679
146.000000	4	901778512	class2	0.078501	0.266145	0.499183
146.000000	5	1614655068	class2	0.210526	0.453981	0.525266
146.000000	6	867699676	class2	0.058876	0.258615	0.506095
146.000000	7	-489520444	class2	0.118644	0.353933	0.511744
146.000000	8	-568858276	class2	0.010705	0.119783	0.501899
146.000000	9	481108240	class2	0.017841	0.155614	0.503407
146.000000	10	95247440	class2	0.082070	0.266879	0.497761
146.000000	11	-1587786974	class2	0.119536	0.358238	0.513111
147.000000	0	-223643313	class1	0.021037	0.144692	0.500174
147.000000	1	-1995232484	class2	0.000000	0.086678	0.503757
148.000000	0	738316187	class1	0.000000	0.087594	0.503836
148.000000	1	2015503824	class2	0.000000	0.188197	0.517709
149.000000	0	-1794128829	class1	0.000724	0.059766	0.501425
149.000000	1	927221252	class2	0.555958	0.578145	0.515118
149.000000	2	913247132	class2	0.119750	0.387849	0.525570
149.000000	3	1805100100	class2	0.008937	0.131238	0.504221
149.000000	4	-657110832	class2	0.235925	0.461532	0.521429
149.000000	5	1569411088	class2	0.474690	0.548767	0.532822
149.000000	6	2022477712	class2	0.446828	0.485313	0.489475
149.000000	7	1726550660	class2	0.470956	0.517473	0.517599
149.000000	8	-962947900	class2	0.012511	0.148885	0.504968
150.000000	0	1435555855	class1	0.000000	0.145865	0.510638
150.000000	1	-1499191100	class2	0.060426	0.264957	0.507146
150.000000	2	524721156	class2	0.509787	0.510353	0.510767
150.000000	3	1589467850	class2	0.115745	0.377909	0.522882
150.000000	4	1572319824	class2	0.057872	0.263973	0.508045
150.000000	5	-1107412732	class2	0.481702	0.509259	0.509338
150.000000	6	1569411088	class2	0.716170	0.793739	0.529201
150.000000	7	-766757616	class2	0.009362	0.109373	0.501357
150.000000	8	-146096444	class2	0.215319	0.451355	0.522152
150.000000	9	1127672488	class2	0.093617	0.317108	0.508663
151.000000	0	1042800271	class1	0.003060	0.138637	0.508109
151.000000	1	69954762	class2	0.003353	0.103323	0.503679
151.000000	2	720745086	class2	0.010897	0.169580	0.509089
152.000000	0	504852535	class1	0.001405	0.068088	0.501619
152.000000	1	143165724	class2	0.000000	0.074980	0.502811
153.000000	0	-144882847	class1	0.000738	0.072362	0.502251
153.000000	1	1008029706	class2	0.000000	0.060746	0.501845
154.000000	0	1396252507	class1	0.015475	0.168596	0.506698
154.000000	1	-1786780325	class1	0.038320	0.190207	0.499650
154.000000	2	1403171727	class1	0.469418	0.522891	0.522946
154.000000	3	722134869	class1	0.000737	0.078229	0.502694
154.000000	4	2119414934	class2	0.000875	0.146123	0.510248
155.000000	0	-139445303	class1	0.000000	0.120028	0.507203
155.000000	1	1762088132	class2	0.011864	0.102373	0.499371
156.000000	0	-940955913	class1	0.000000	0.066024	0.502180
156.000000	1	-722445808	class2	0.117698	0.396432	0.530212
156.000000	2	-686671804	class2	0.055798	0.291785	0.517186
156.000000	3	-1239719216	class2	0.204882	0.448966	0.524314
156.000000	4	-922991984	class2	0.470793	0.531781	0.531787
156.000000	5	-1819218340	class2	0.210985	0.458189	0.527545
156.000000	6	1589473616	class2	0.106364	0.382056	0.528488
156.000000	7	-1565620976	class2	0.002616	0.071834	0.501279
157.000000	0	-334074045	class1	0.011765	0.171679	0.509030
157.000000	1	-1924879182	class2	0.000000	0.071743	0.502574
158.000000	0	1615506277	class1	0.000000	0.072294	0.502613
158.000000	1	-981774856	class2	0.013937	0.145433	0.503756
158.000000	2	-463750116	class2	0.453833	0.545272	0.545273
158.000000	3	1891440068	class2	0.104530	0.386894	0.531315
158.000000	4	-7628464	class2	0.053136	0.276292	0.513743
158.000000	5	-1279510512	class2	0.021777	0.221812	0.514259
159.000000	0	731712347	class1	0.058868	0.284425	0.513545
159.000000	1	-1447508849	class1	0.004528	0.151244	0.509225
159.000000	2	2000803675	class1	0.120000	0.404990	0.533191
159.000000	3	873735631	class1	0.016604	0.166189	0.505741
159.000000	4	-1066152305	class1	0.041509	0.213732	0.503075
159.000000	5	-193790000	class2	0.018723	0.141407	0.500827
159.000000	6	-851854448	class2	0.097872	0.372684	0.528045
159.000000	7	1569405316	class2	0.465532	0.531376	0.531385
159.000000	8	-379120048	class2	0.069787	0.268907	0.503974
159.000000	9	-1626634224	class2	0.025532	0.191761	0.506102
159.000000	10	1368109776	class2	0.078298	0.270260	0.500474
159.000000	11	479059024	class2	0.242553	0.423675	0.497214
159.000000	12	158266064	class2	0.265532	0.456533	0.509121
159.000000	13	-1896966576	class2	0.000851	0.113222	0.505990
160.000000	0	239335427	class1	0.039654	0.331031	0.537226
160.000000	1	-2084879379	class1	0.003605	0.099235	0.503139
160.000000	2	1945079802	class2	0.000000	0.053702	0.501442
161.000000	0	-1338958269	class1	0.016999	0.168171	0.505886
161.000000	1	214831992	class2	0.003487	0.130154	0.506756
162.000000	0	1537095153	class1	0.000000	0.066198	0.502191
162.000000	1	502285816	class2	0.113935	0.374406	0.522135
162.000000	2	-311946864	class2	0.024540	0.189444	0.506126
162.000000	3	1809836164	class2	0.011394	0.161828	0.507548
162.000000	4	-1638284220	class2	0.031551	0.211884	0.507403
163.000000	0	1601160497	class1	0.000000	0.072200	0.502606
163.000000	1	-23198500	class2	0.000000	0.217813	0.523721
164.000000	0	-1985002161	class1	0.056618	0.266772	0.509410
164.000000	1	1574773647	class1	0.473529	0.534663	0.534727
164.000000	2	428920387	class1	0.005147	0.172253	0.512339
164.000000	3	-148529341	class1	0.102941	0.438180	0.555547
164.000000	4	42168143	class1	0.247059	0.459011	0.516383
164.000000	5	-898992729	class1	0.065441	0.274628	0.507630
164.000000	6	-1771312444	class2	0.006140	0.129645	0.505386
165.000000	0	755551119	class1	0.007452	0.130929	0.504910
165.000000	1	1931698907	class1	0.000745	0.092893	0.503945
165.000000	2	39412355	class1	0.131893	0.376412	0.515660
165.000000	3	1413123111	class1	0.011177	0.170390	0.509092
165.000000	4	1926292175	class1	0.062593	0.294308	0.514904
165.000000	5	550553935	class1	0.055887	0.270881	0.510917
165.000000	6	795546692	class2	0.025043	0.210514	0.510206
166.000000	0	-1265791881	class1	0.000760	0.076861	0.502576
166.000000	1	2081964919	class1	0.002280	0.112428	0.505195
166.000000	2	670476036	class2	0.001689	0.055085	0.500675
167.000000	0	1875577091	class1	0.469236	0.529063	0.529066
167.000000	1	-320482993	class1	0.089696	0.455204	0.568966
167.000000	2	1630267431	class1	0.467013	0.520918	0.521055
167.000000	3	1494310602	class2	0.000000	0.054453	0.501483
168.000000	0	-1246500925	class1	0.000000	0.084553	0.503575
168.000000	1	1285620240	class2	0.034853	0.185054	0.500314
168.000000	2	-280255112	class2	0.000000	0.053819	0.501448
168.000000	3	-2066531440	class2	0.044683	0.195056	0.497572
168.000000	4	1589652548	class2	0.122431	0.389711	0.525316
168.000000	5	1713791696	class2	0.011618	0.133763	0.503243
168.000000	6	-116628912	class2	0.058088	0.273908	0.510782
169.000000	0	397697533	class1	0.000000	0.072675	0.502641
169.000000	1	-1269519646	class2	0.000000	0.071638	0.502566
170.000000	0	-903909745	class1	0.002209	0.138643	0.508528
170.000000	1	-1409130963	class1	0.000000	0.078292	0.503065
170.000000	2	-2099781028	class2	0.000876	0.076719	0.502508
171.000000	0	-903909745	class1	0.006584	0.193820	0.506190
171.000000	1	-1321770760	class2	0.013239	0.156661	0.505816
172.000000	0	-24810335	class1	0.000000	0.157774	0.512446
172.000000	1	1577645532	class2	0.010300	0.105452	0.500468
173.000000	0	-1370495537	class1	0.017126	0.164876	0.505266
173.000000	1	-1577338161	class1	0.057334	0.269282	0.509794
173.000000	2	1159225487	class1	0.147431	0.349745	0.498022
173.000000	3	-1073565879	class1	0.012658	0.146062	0.504475
173.000000	4	-491925034	class2	0.000000	0.027287	0.500372
173.000000	5	216920272	class2	0.000000	0.027287	0.500372
174.000000	0	144434441	class1	0.000000	0.058773	0.501727
174.000000	1	239374864	class2	0.422280	0.552076	0.552645
174.000000	2	-953501540	class2	0.113990	0.398889	0.532797
174.000000	3	864202436	class2	0.236615	0.443643	0.510605
174.000000	4	-1711542436	class2	0.025043	0.203495	0.508715
174.000000	5	-1454485930	class2	0.000000	0.149515	0.511177
174.000000	6	304224248	class2	0.062176	0.275993	0.509523
174.000000	7	1327657436	class2	0.018135	0.153012	0.502855
175.000000	0	1257345813	class1	0.005000	0.124005	0.505227
175.000000	1	1537506960	class2	0.031818	0.191449	0.503019
176.000000	0	513552015	class1	0.000758	0.050403	0.500892
176.000000	1	-981904444	class2	0.000000	0.082572	0.503409
177.000000	0	494259855	class1	0.001472	0.141874	0.509343
177.000000	1	616293578	class2	0.003506	0.118033	0.505238
178.000000	0	2112817737	class1	0.015453	0.227537	0.518566
178.000000	1	1333128259	class1	0.068433	0.277031	0.506976
178.000000	2	-1236245925	class1	0.056659	0.275794	0.511986
178.000000	3	-1255289060	class2	0.100789	0.384986	0.532019
178.000000	4	1640840476	class2	0.021911	0.149369	0.500450
178.000000	5	219478224	class2	0.243646	0.443869	0.508420
178.000000	6	138830272	class2	0.000000	0.089968	0.504047
178.000000	7	1266905540	class2	0.244522	0.444863	0.508717
178.000000	8	-295043440	class2	0.024540	0.193195	0.506862
178.000000	9	887105820	class2	0.451358	0.539513	0.539589
179.000000	0	-1386912985	class1	0.010409	0.137293	0.504319
179.000000	1	2059729226	class2	0.010390	0.111840	0.501125
180.000000	0	-148529341	class1	0.084708	0.432234	0.559704
180.000000	1	1282538313	class1	0.071964	0.284927	0.507757
180.000000	2	-1111845629	class1	0.056222	0.268399	0.510054
180.000000	3	-528091941	class1	0.021739	0.158649	0.501995
180.000000	4	-164853053	class1	0.029235	0.193559	0.504679
180.000000	5	640155106	class2	0.040309	0.195266	0.499711
181.000000	0	1769393731	class1	0.003602	0.123421	0.505843
181.000000	1	-988171441	class1	0.001441	0.079284	0.502427
181.000000	2	-1022160369	class1	0.001441	0.079284	0.502427
181.000000	3	1781444676	class2	0.004496	0.196799	0.517204
182.000000	0	-422404513	class1	0.000000	0.073754	0.502720
182.000000	1	1726371728	class2	0.446056	0.531343	0.531804
182.000000	2	257322460	class2	0.119674	0.410952	0.536083
182.000000	3	1536409628	class2	0.018132	0.169754	0.505608
182.000000	4	-1221628848	class2	0.259293	0.439918	0.500991
183.000000	0	-1575080839	class1	0.000000	0.072932	0.502660
183.000000	1	-1288037501	class1	0.018950	0.161529	0.503823
183.000000	2	120236291	class1	0.014577	0.138633	0.502463
183.000000	3	-607657584	class2	0.006206	0.126236	0.504915
184.000000	0	1979358363	class1	0.478770	0.519430	0.519433
184.000000	1	2019652355	class1	0.473646	0.518856	0.518909
184.000000	2	-108341809	class1	0.061493	0.237228	0.499236
184.000000	3	-1480053681	class1	0.064422	0.242026	0.499094
184.000000	4	-437026021	class1	0.067350	0.250011	0.499835
184.000000	5	1723794127	class1	0.253294	0.439989	0.502982
184.000000	6	-1807044389	class1	0.131772	0.386392	0.520093
184.000000	7	-736209905	class1	0.010981	0.191391	0.513028
184.000000	8	-112186097	class1	0.125915	0.378640	0.519053
184.000000	9	-320509948	class2	0.049383	0.288980	0.519233
184.000000	10	953527324	class2	0.127866	0.354650	0.508175
184.000000	11	1841001872	class2	0.004409	0.168596	0.512071
184.000000	12	-2009876388	class2	0.209877	0.453782	0.525369
184.000000	13	1563864196	class2	0.479718	0.529100	0.529175
184.000000	14	-2096867248	class2	0.136684	0.360822	0.507060
184.000000	15	793254108	class2	0.034392	0.174345	0.498544
184.000000	16	-208479036	class2	0.041446	0.218443	0.504167
184.000000	17	-466885284	class2	0.033510	0.172384	0.498619
185.000000	0	155031003	class1	0.000000	0.176090	0.515504
185.000000	1	1738678788	class2	0.046512	0.288643	0.520434
185.000000	2	1735704108	class2	0.105943	0.360836	0.519844
185.000000	3	1079659472	class2	0.055986	0.300403	0.519804
185.000000	4	855844152	class2	0.116279	0.397991	0.531480
185.000000	5	1899798544	class2	0.457364	0.515603	0.516277
185.000000	6	2015358800	class2	0.008613	0.130495	0.504282
186.000000	0	-230139017	class1	0.011817	0.158134	0.506744
186.000000	1	-675911222	class2	0.000000	0.071902	0.502585
187.000000	0	-997494379	class1	0.000000	0.066227	0.502193
187.000000	1	313664988	class2	0.005263	0.140529	0.507295
188.000000	0	688382723	class1	0.466667	0.533185	0.533185
188.000000	1	-648434033	class1	0.028261	0.212406	0.509084
188.000000	2	-1381193113	class1	0.016667	0.177784	0.507738
188.000000	3	256055375	class1	0.090580	0.446022	0.564085
188.000000	4	1225855695	class1	0.226087	0.460581	0.524010
188.000000	5	-515860465	class1	0.000725	0.155208	0.511691
188.000000	6	956034872	class2	0.000893	0.089241	0.503539
189.000000	0	-521586103	class1	0.000735	0.145042	0.510159
189.000000	1	-1392553572	class2	0.000000	0.127187	0.508088
190.000000	0	-1285510461	class1	0.005948	0.117347	0.503952
190.000000	1	1197613776	class2	0.000000	0.086226	0.503717
191.000000	0	-484815101	class1	0.018086	0.171168	0.505876
191.000000	1	1588363472	class2	0.000000	0.091046	0.504145
192.000000	0	748863259	class1	0.005922	0.141063	0.507048
192.000000	1	-1973350821	class1	0.000000	0.051098	0.501305
192.000000	2	1713571279	class1	0.021466	0.145914	0.500146
192.000000	3	864581288	class2	0.006092	0.111833	0.503246
193.000000	0	450315081	class1	0.000734	0.083814	0.503148
193.000000	1	332763588	class2	0.003515	0.097526	0.503015
193.000000	2	900305552	class2	0.004394	0.114707	0.504411
194.000000	0	-154076233	class1	0.079450	0.441335	0.566068
194.000000	1	-1324846705	class1	0.032850	0.177960	0.499948
194.000000	2	288425947	class1	0.017571	0.151976	0.502969
194.000000	3	1569226755	class1	0.479756	0.527908	0.527964
194.000000	4	1503984399	class1	0.064935	0.271662	0.506995
194.000000	5	-705151421	class1	0.041253	0.202620	0.500784
194.000000	6	762427791	class1	0.001528	0.100300	0.504274
194.000000	7	-638286728	class2	0.011755	0.160215	0.507110
195.000000	0	-698993847	class1	0.000000	0.058124	0.501689
195.000000	1	-1789868604	class2	0.061655	0.262990	0.506026
195.000000	2	-657110832	class2	0.262669	0.438380	0.498985
195.000000	3	-1322035580	class2	0.467905	0.525890	0.525926
195.000000	4	1052859128	class2	0.016892	0.175011	0.507132
195.000000	5	-766827120	class2	0.054054	0.259938	0.508687
195.000000	6	611459612	class2	0.119932	0.392188	0.527420
195.000000	7	-1245294472	class2	0.007601	0.142691	0.506458
195.000000	8	275678480	class2	0.028716	0.190171	0.504259
196.000000	0	-983124785	class1	0.000762	0.082030	0.502986
196.000000	1	-1522639780	class2	0.005892	0.126142	0.505057
196.000000	2	-1322029808	class2	0.473064	0.526043	0.526044
196.000000	3	845972776	class2	0.116162	0.392769	0.529191
196.000000	4	219484176	class2	0.474747	0.526725	0.526727
196.000000	5	1891440068	class2	0.095118	0.377846	0.531328
196.000000	6	332281156	class2	0.042088	0.327608	0.534978
197.000000	0	-926395505	class1	0.000000	0.082796	0.503428
197.000000	1	1740094818	class2	0.000000	0.067090	0.502251
198.000000	0	-1829177905	class1	0.000000	0.193476	0.518717
198.000000	1	-2001393468	class2	0.000000	0.046659	0.501089
199.000000	0	747888213	class1	0.001463	0.196922	0.518686
199.000000	1	-1362386492	class2	0.003530	0.188993	0.516157
200.000000	0	-1987986895	class1	0.000000	0.029761	0.500443
200.000000	1	-1893498684	class2	0.101860	0.393196	0.535139
201.000000	0	-1802029989	class1	0.014620	0.172036	0.507708
201.000000	1	594962372	class2	0.009717	0.097008	0.499893
202.000000	0	368014677	class1	0.000000	0.110240	0.506076
202.000000	1	-854710896	class2	0.010417	0.121170	0.502210
203.000000	0	-475016689	class1	0.467464	0.517562	0.517772
203.000000	1	-463928677	class1	0.483919	0.534994	0.535340
203.000000	2	-1531317477	class1	0.021690	0.158858	0.502053
203.000000	3	760987471	class1	0.245325	0.435293	0.502875
203.000000	4	609907471	class1	0.059835	0.289954	0.514794
203.000000	5	-148529341	class1	0.083770	0.415369	0.552268
203.000000	6	933289895	class1	0.019447	0.142250	0.500595
203.000000	7	-480896241	class1	0.032909	0.184644	0.501172
203.000000	8	2146484827	class1	0.010471	0.082503	0.498204
203.000000	9	1475712964	class2	0.003439	0.125111	0.506134
204.000000	0	229914481	class1	0.000000	0.072137	0.502602
204.000000	1	1171278032	class2	0.058977	0.282208	0.512828
204.000000	2	1717295882	class2	0.020815	0.154884	0.501842
204.000000	3	280320022	class2	0.002602	0.086050	0.502411
204.000000	4	158592080	class2	0.019081	0.120683	0.497884
204.000000	5	-270267632	class2	0.026886	0.199333	0.506973
204.000000	6	-1715548732	class2	0.006938	0.115197	0.503212
205.000000	0	970570139	class1	0.050259	0.272987	0.514103
205.000000	1	-148529341	class1	0.104855	0.577762	0.575636
205.000000	2	1736048668	class2	0.042720	0.286483	0.521508
206.000000	0	-903725233	class1	0.004301	0.243868	0.527714
206.000000	1	964187926	class2	0.008145	0.130630	0.504530
207.000000	0	-953884493	class1	0.000726	0.089490	0.503644
207.000000	1	837981967	class1	0.000726	0.089490	0.503644
207.000000	2	-442394352	class2	0.059662	0.293333	0.515921
207.000000	3	2015503824	class2	0.000000	0.208741	0.521786
207.000000	4	1085200784	class2	0.116652	0.392378	0.528820
208.000000	0	-2105554929	class1	0.000000	0.156515	0.512248
208.000000	1	2015503824	class2	0.000000	0.299225	0.519897
209.000000	0	1332715151	class1	0.032991	0.212405	0.506832
209.000000	1	1232176707	class1	0.134897	0.382380	0.517058
209.000000	2	-829668081	class1	0.005865	0.144924	0.507631
209.000000	3	688382723	class1	0.486804	0.528381	0.528605
209.000000	4	543371687	class1	0.458211	0.503238	0.504609
